UTTERANCE,LABEL
I have a rubber ducky I have a seal I have a dragon and I have a rooster,0
gotcha,1
got it,1
I have a tornado I have a sea monster I have a turtle and I have a dog,0
got it,1
got it,1
got it,1
i got the fish the dog the tornado and the ram,0
got it,1
feet i have the flying lady i have the flying dude i have j t hitler its the arm that looks like hitler and its jt doing it and then i have the lady walking,0
got it,0
ive got hailee falling backwards ive got someone praying like theyre trying to repent another person praying but facing the left and then a salsa dancer,1
got it,1
got it,1
Ive got a seal a christmas tree a sailboat and an avalanche,0
got it,1
ok I have a bunny I have a dog going downwards I have a llama and then I have this other dog I guess going to the left,0
gord it,1
Ive got a crow a bird with a tail whos running up a flamingo and then the upside down bird with the tail,0
upside down doing the splits lady walking person lying in a coffin and then the person falling down,0
got it,1
got a crab a bird with a tail a rooster and the duck with two feet,0
got it ,0
upside down doing the splits a big person running a one leg bending backwards and falling forwards,1
got it and I guess that isnt hayley anymore,0
Ive got a bridge a diamond an apple and a pipe,1
got it ,0
parallelogram apple uh like a cave with a white door and then the slope pointed upward,1
got it,0
Ive got a sailboat with three sales that looks like a big glider thing a native american and a mountain,0
I gots that,1
alright I got lance armstrong I got the big lady with a handkerchief I got tail person and then arrowhead laying down person,1
got it,0
Ive got a crow a duck a flying bird and the loch ness monster,1
square got it,0
swan seal rooster a bird with a big tail,1
got it,0
got a butterfly a pipe a sideways pipe and an apple,1
yesh,1
got it,0
okay I got the speedboat Ive the other boat the triangle in the middle then I have the cat face and then I have home plate,1
got it,0
Ive got a sailboat a christmas tree a house and a hoof print,0
got it,1
sailboat iron ax and then like I think you said is a lighter,0
got it,1
a running guy with the triangle chest guy tipping his hat the giant sprinting guy and a woman in a dress,0
got it,1
that second one is an impalla friend,0
I got a letter m thing the feather the bowl and then the gremlin,1
got it,0
okay I got the scissors that I think you said was a butterfly then I have the lobster and then I have an apple and then I have like the upside down slope thing,0
got it,1
got it,1
ok got the christmas tree I have the letter c I have the weird boat thing and then I have the blob one two three four five six sides ,0
got it,1
got it,1
parallelogram a cave with the door cut out cat face and then the six sided thing,0
got it,1
I got the person dancing Michael Jacksons thriller upside down pregnant person person in a coffin lady in a dress,0
got it,0
big upside down person square chest walking downwards lady flying somebody lying down with an arrowhead,1
got it,1
Ive got a fish an ant eater the dog is right side up and then the dog sideways,0
can you say that again my querys so loud I couldnt hear you,0
yeah ive got a fish an ant eater the right side up dog and then a sideways dog,0
got it,1
okay a big sideways lady a butler person large triangle chest person and then a somersault person,1
got it,0
crow hummingbird flying bird upside down flying bird,1
big flying bird seal lobster little flying bird,1
got it,0
ive got a duck dragon a flying bird and the loch ness monster,1
got it,0
upside down fat crow upside down flamingo upside down skinny crow sideways flamingo,0
got it,1
ghremlin hoof print kettle house,0
got it,1
dragon loch ness monster duck with two feet and then flying bird,0
got it,0
dragon flamingo a turkey vulture flying bird,0
got it,1
got it,1
all right Ive got the lady with the triangle head stargazing the upside down triangle chest person salsa dancer lady in a dress,1
got it,0
is that like a prairie dog squirrel thing on its two hind feet and a four legged dog then the fish then the loch ness monster,0
got the praying person the person doing a kick person with the tail lady in a dress,1
twenty four hundred feet bravo got it,0
k turtle loch ness monster fish with the open mouth and a long neck,0
got it,1
sector search all right i got the loch ness monster i have a bunny i have the stork and then i have what mac called a decapitated dog,1
I promise to you I dont have a stork,0
okay well then I dont understand what was described as a stork earlier um this is like a weird animal on one leg its the third thing uh I have no idea what animal supposed to be,1
I thought it had eaten the baby and was carrying it in its stomach and was going to poop it out onto its new home,1
I hit done,1
I got a boat a sailboat a shark and sideways sailboat,0
got it,0
indian desk candle and flying bird,0
theres no flying bird you mean turtle,0
I dont see a turtle but it looks kind of like a gremlin face with a triangle coming out or something,1
okay,1
forty one knots I got it,1
which ones pointing down,0
the third object is pointing down and the fourth object is sideways,0
got it,1
got it,1
like i got a triangle man a big man the square man then a crouching man,0
you go,0
I got armadillo laying down animal a ram and then a hand puppet,1
im lost armadillo laying down animal is is that the cat i dont know what the armadillo is,0
its the one with the sticking out chest hes an armadillo,1
does he have the smaller neck,0
yes,1
okay I got it,1
got it,0
a crabby a bridge a boat and a speedboat,0
got it,1
person with a tail a big person holding a handkerchief big person running and then the person bending backwards the weird arm,1
she looked like she praying the last one,1
ok got it,1
wonderful,0
speedboat pipe apple other boat,1
got it,0
I like it,1
got it,0
i got a whale i got a a prairie dog i have a fish pointing downward and then i dont know what this last thing is its got like a big triangle thing at the bottom right,0
thats a blimp lets go,1
why does your whale look like a blimp,0
uh what I didnt see a blimp you said blimp,0
one had a curvy tail that was the whale,0
I got it,1
okay I dont see the thing we describe as the uh prairie dog this must be a different prairie dog did you say the kangaroo was third in the fish was fourth,0
yeah its a squirrel the second one i forgot has two feet,0
okay I got it,1
got it,1
apple christmas tree sailboat speed boat,0
got it,0
waiter tail man triangle pointing man with a arrowhead,1
ok waiter and what else,0
tail man triangle body and then the arrowhead,1
oh i see at first i thought waiter was the tail man ok i got it,1
flamingo seal turkey flying bird,0
got it,1
I got tetris eiffel tower sailboat teepee,0
got it,0
i got a rooster a crow a vulture and a crab,1
you knew exactly what I was going to ask thank you got it,1
i hit done,1
okay got one sail a cake a boat and then three sailboat,0
I get a kinky tail laying down fox fish and a giraffe,1
got a giraffe a dog a turtle and a squirrel,0
I got a teepee a table three sail and a house,1
you go girl,0
i got a triangle man an arrowhead a kick man and a waiter,0
sounds like a fun time,1
I hit done,0
I was hoping the quieres werent trying to screw me over a turkey vulture flying bird a duck and a raptor,1
I got it,0
candle mountain pine tree seal,0
mm mm,1
all right thanks,0
I got a hammer I got a three sail I got a seal and then an avalanche,1
an arrow its got a shark its triangle diamond and a pot,0
all right,1
