UTTERANCE,LABEL
alright I have a loch ness monster camel turtle dog,0
bruh I got it,1
I have hot soup hammer sailboat then rocket ship,0
we got crab palm tree bong bridge,1
got it,1
I have scissors rice boat and then a shape,0
got it,0
I have Natalie I have Larry I have Russell I have raptor,1
got it,0
I have the key the boat the cave the trapezoid,1
got it,0
I have palm tree eraser arrow half a christmas tree,1
donezo,1
all right i have the mermaid reading a book and its like sideways and then its the same picture only upside down then its the arrowhead then its the man dog,1
got it,0
I have rubber ducky seal Larry and then flamingo,0
got it,1
alright I got russell the big bird the pelican or backward looking flamingo and then the triangle winged thing,1
got it,0
I have houseboat hammer sailboat candle,1
got it,0
no okay I have the laying down rabbit the cat the rocket ship and then the running rabbit,1
Roger rabbit youve got it,1
I have handkerchief lady a mermaid upside down splits lady in dress,0
got you,1
i i have the squatting camel russell larry rubber ducky,0
got it,1
alright I got the rocket ship going down the rabbit the spotted fox and then the outback,1
got it,1
alrighty I have upside down I have skinny Russel I have fat loch ness or not fat upside down loch ness monster fat Russel crowe and then Larry,1
yep,1
tornado squirrel with long tail rabbit running down and then squirrel facing right or chipmunk,0
got it,1
alright I have sailboat I have hero I have indian man I have weird shape,1
yep,0
got a ramp a boat a snowman and a art,1
I have what I think it looks like an airplane flying downward I then have a dog with a triangle as his front foot then a dog on his hind legs and then a cat,1
got it,1
ok got the crab the flamingo the long tailed bird and then Batman,0
got it,1
I have vase I have sombrero I have Jack Frost I have palm tree,0
yep,1
fox alpaca rocket ship bear,0
got it,1
I got triangle I got cave I got a speedboat I got upside down sailboat,0
could you do that again sorry,0
I have triangle cave speedboat upside down saliboat,1
I got it,0
theyre alright seal Natalie I know its not the same one but it looks like one Batman and then flamingo or pelican,1
got it,1
alrighty I have the sailboat with what I totally got that right thats b s alright I have the three sails and then I have the sailboat sideways the chevron and then the double sided arrow,1
got it you know Ive never seen Ive never seen the second one until like you said it was sideways always like how is that a sailboat but I get it now,1
alright I got scissors and a pipe and a cave and a sailboat,1
all right i have russell i have natalie i have larry and i have rubber ducky,0
that rubber ducky needs a name,1
all right i got a the turtle like squirt from finding nemo and then kangaroo jack and then the home plate or whatever baseball diamond weird squares and then the crab,0
got it,1
alright I have a guy with an arrow as a head I have a woman running to the left a butler dude and lady with a handkerchief sideways,1
got it,1
a cave crab triangle boat,0
got it,0
alrighty um I dont know a name yet I was thinking Rob but well stew on that for a little bit rubber ducky a flamingo Natalie Larry,1
well think about rob but uh I gotcha,1
all right a batman mask handkerchief chris triangle oddie dude,1
got it,0
speed boat Jack triangle the sailboat upside down,0
got it,1
okay I got the waiter trying our arrowhead man triangle body dude and then batman mask,0
got it,1
I have dog running down I have space spaceship I have Batman and I have fish swimming downward,1
got it,0
ok I got the boat on the sea going through a bridge with a parallelogram,0
got it ,1
I have jewel or ruby then I have a ramp I have letter b I have a palm tree,0
got it,1
all right i got the punter the uh little splits in the air dress batman,0
got it,1
i have a triangle diamond a weird shape avalanche seal the second one is one is the one with the triangle sticking on the left side,1
I got a sideways sailboat the air force symbol upside down sailboat and then the house,0
how is that an airforce symbol but yeah I got it i guess,1
it kind of looks like like half of it,1
alrighty so what we have today is we have a dog and then we have another dog but its on his hind legs and then we have a crab and then we have a weird looking dog going left with the human it looks like,1
um okay the first one does it does have a square snout,1
naw at the last one the first one is the dog running downward,1
got it,1
winner winner chicken dinner,0
I got a tea kettle I got windmill iron mountain,1
yep,0
got the fox the home plate the rectangle with all the shapes coming out of it and then the last one there is a triangle on the bottom right hand corner,1
what are the last on the horse second the last one is a hand puppet is that right are sitting dogs,1
with the last one you said looks they youre sitting in the last one for me has like a square in the left top left corner and then the third one its a rectangle and then on the ends of it as like shapes coming out of,0
sure I think I got it,1
got the sideways flamingo the duck the crab the road runner,0
yeah I got it,1
I got this rubber ducky and then I got this flamingo and I got this crab and then I got this hummingbird with the triangle wings,1
yup yup,0
okay got the fish shark the dog with the long neck the arrow pointing down and then the gazelle looking thing with all the triangles on it,1
winter winner chicken dinner,1
okay I got the natalie portman the raptor the rubber ducky and then the turkey,1
sure,0
I got the dog I got the dog running down I got the laying down bunny I have the ram I had the upsidedown whale,1
got it,0
Ive got the arrow cake sailboat and then the sideways sailboat,1
winner winner chicken dinner,0
alright got the upside down mountain by the triangle diamond and that I had to die are that the the the the triangle with the m in it and then the Abraham Lincoln one,1
gotcha,1
got the bird a sailboat the cliff with the stuff falling and then the triangle diamond,1
I dont know what you said for the first one but im pressing done,0
Im good alright palm tree triangle speed boat,0
yep,1
construction sign Abe Lincoln m with triangles missing and then the house,0
i have em,1
upside down raptor upside down duck with two feet flying down bird rooster,1
Im sorry what was the first one I got a thingy,0
upside down raptor,0
or like you like to say an ostrich,1
wait is that the turkey one,0
no the first one is the bird with long tail upside down the third one is the turkey flying down,1
alright now I got it  thank you,0
I got the rubber duck crab raptor and then the big turkey,1
yeah I got it,1
so I got the upside down guy holding a triangle I have fully handkerchief sideways I have the person running down with two triangle arms and in the lady handkerchief standing upright,0
yep,1
apple triangle houseboat and then the sideways diamond,1
yeah I think I got that,1
I got the fox I have the bunny I have the turtle how the dog facing downward,0
got it,1
got the arrow the dog with the diamond tail then the dog facing sideways and then the other dog thats normal,1
yeah I got,0
yeah I got the big block of looks like a number of doors got the ramp I have a a letter b and then I have a  steamboat,1
got it,1
all right so i got the llama the fox what the spots in it and then the fox and then the dog with four legs,0
sure,1
I got half a christmas tree then I got this weird looking rectangle with things cut off of it then a steamboat  yes the steamboat unheard of right get it then I have a,0
got it,1
so I got the arrowhead the man square man walking down the rectangle man holding a triangle and then the man kicking,0
yeah I think I got this,1
well ok I got it,1
okay so I have the petrus the sideways sailboat the normal sailboat and then the house,0
yeah I got those,1
I got the fat raptor slash ostrich and then I have the pelican slash flamingo looking backwards upside down and then I have the weirdly shapedlochness monster and then I have the bird flying down in the bottom left,1
I got the girl dancing the zoomed in guy kneeling rectangle man and then triangle man,0
got it,1
I have Russian dude slash sharks slash plant then I have sailboat with two sails than boat upside down and then the three sailboat,0
gotcha,1
ok I have the sideways falcon and then I have the black swan and then the loch ness monster and then the otherhold on,1
and then the last one  its a bigger falcon,0
got it,1
no I dont have it i lied all right I got the flying bird to the left and then I had the upside down flamingo then I hvae the sideways flamingo,1
yep yep,0
so I have the giraffe the shark looking thing then the upside down arrow but it has a square on the top of it and the last ones the arrow with the triangle on top,1
got it,1
first one is the letter b and then the vase the sailboat then the cat looking head,1
I have the triangle then the rectangle with the triangle missing and then the sailboat and then the bridge,0
got it,1
first one is the one with the arrow going up then I have the the bridge then the boat with the little point in the middle and then the saw,1
first ones the upside down windmill then the vase and then the boat and then the cliffs with the stuff falling,1
got it,0
first one is the weird looking monster or the boat second is the lhama the third is the rat and then my last one is the rocket ship flying down,1
got it,1
got it,1
my first one is the parallelogram second is the wide vase then third is the skinny vase then my last one is a sailboat,1
got it,1
so my first ones the speed boat the second ones the vase third one is the bridge and the last ones the boat with all the stuff on it,1
got it,1
gotcha,1
my first one is a dog with his head his head is at the bottom the bottom second is the real looking dog with two pointy legs third is the dog the regular dog upright and then the last one is a weird looking dog with like a it has three legs three triangles for legs,1
gotcha,0
so my first one is the lady dancing in a dress second one is a zoomed in guy running and then the third one the triangle guy dancing and then the last one its the sideways one holding a triangle,1
got it,0
got it,1
so I have the upside down mountain the candle the construction sign and then the upside down animal looking thing,1
the first one is the big giant square second is the candle third is the cat with the speckles and my last one is a cat on its hind legs ,0
got it,1
so I got the speed boat the rectangle with the triangle missing then the c and then the factory looking boat,1
got it,0
first one is the rocket ship flying down second is a squirrel third is the weird looking dog with the three triangles for its legs then last is a turtle ,1
gotcha,1
first one is the triangle second is the palm tree or the sword with the handle in the upper the top left second is a speedboat third is I mean last third is the speedboat last is the pipe,1
got it,1
one second,1
okay I got the um big triangle bird and then the sideways falcon then the duck with no feet and then the um weird looking shape there is a two triangles on either side,1
got it,1
the second one the dogs got a square snout right,0
yeah and then his tail was like a parallelogram and its going straight up,0
gotcha,1
got it,1
first one is the rocket ship go flake flying right then the cat on his hind legs then the weird looking dog with a square head and then the one with the arrow facing down,0
got it,1
so I have the dog with its going down the square snout and then the whale and then the gazelle looking thing its got a triangle its got the three triangle feet and then the tail as a triangle and then the last one has a square face but it has a parallelogram for its tail and its like up straight,1
got it,1
okay my first one is the the house with the long chimney the second is the sailboat third is the thumbtack and my last one is the house with the tree on her left,1
gotcha,1
so my first one is the road runner second one is the big triangle bird third is upside down flamingo and the last ones the seal,1
first one is the the boot looking thing then the seal the upside down candle and the upside down bird,0
got it,1
alright so I have the house the sailboat its sideways and then the other sailboat thats sideways but it only has one sail and then the last ones the normal looking sailboat,1
my first is a christmas tree then the pair of scissors the trapezoid and then the vase,1
first one is the guy doing the splits second ones he hes lying down third he has his arms out and then the last ones the lady,1
first ones the vulture second is the bird with his wings spread apart third is the upside down duck with two feet and then the last one is upside down swan,1
I got it,1
got it,1
got it,1
the second one looks like an iron to you right it looks like an iron,1
the first one um is that giant just like blob looking thing and then the there is a square on the bottom right of it and then the second one is like a rectangle and then all these shapes coming off of it give me one second,1
and then the third one is the fox and then the last one it has like a square on the left and then a triangle on the bottom right corner,0
I didnt get the bottom one,0
its like the weirdest one shape shapes going everywhere,1
okay so does your second one then look like kind of looks like a dog but like not like it does it has a like a tail almost like a head in like the one like the back legs are like really thick and then the front legs like really skinny,1
yeah I got it,1
ok my top one is the flamingo my second ones like the roadrunner my third one is like the duck with feet and the bottom ones like the x,0
got it,1
got it,1
the first one I kind of looks like a dog without a head it has like a long neck and like a square body with the two feet and then the second one Im going to go back to that hold on and then the third one is the arrow pointing down and the fourth one is the shark and the second one it has like a triangle in the bottom left hand corner,1
okay got it,1
ok my top one is the duck with no legs and then the like turkey and then the flying bird and then the swan,0
right I got,1
first one bunny second one dog third one upside down whale last one i dont know what that could be it its got like two triangles as feet,0
I got it,1
okay my top ones the cake and then the sailboat with like one big mast and it has like a little triangle in the other corner and the arrow pointing to the right and the sideways sailboat,1
all right i got it,0
first one upside down mountain second one triangle and square sideways and then the third one it has a square on the right and then shapes coming out of it on the left and then the last one its a triangle with two triangles kind of missing out of the bottom,1
I got it,1
the first one is the um like bird looking one with the two triangles as like the wings and then the second one is a sailboat third one is the cliff with the rocks falling in and the last one is the triangle in the square again,0
got it,1
got it,1
okay my top ones a house with a arrow and then theres just like a square and then like a bunch of shapes and theres a triangle on the left hand side and then my third one its a triangle and it kind of looks like an m it has the like two triangle cut out of it and then my last one is the arrow kind of like without the line just like the sideways v ,1
first one is the road runner with the tail upside down second one a turkey third ones the llama with the square in the middle of it the last ones upside down duck,1
got it,1
ok my top ones the duck its like swimming the second one is like the turkey but its like really close like its bigger and its like taking off towards the left my third one its like I dont know it kinda looks like a dinosaur or something it has two big triangles for wings and the last ones like the x,1
got it,1
I got it,1
got it,1
first ones the turtle second ones the fox third ones the bunny and then the last one has no shape,0
uh I missed the top two so can you just repeat them all please,1
turtle uh fox bunny and then the last one doesnt have any shape,0
I got it,1
ok my top one is the dog is like ears are just like a triangle and is facing the bottom or like down okay my first ones a dog facing down my second one is the arrows pointing up and then my third one is a dog like almost like pouncing on something and then the last one I dont know has two triangles in the bottom and then it has like a parallelogram the top right hand corner,1
got it,0
can you hear me,0
yep,0
okay my first ones the palm tree then the trapezoid then the base and then the key,1
got it,1
got it,1
okay my first one is the dog with the big block head and then the dog with two flat feet on the ground and a square tail and the dog with a three feet the front one is like a triangle and then theres a funny abstract shape,1
yeah,0
first one is the skinny upside down vulture then the road runner then the raptor with his wings spread apart and then the bigger upside down vulture,1
got it,1
first one is the stingray then the llama then the x then the weird lookin shape with a square at the bottom,0
got it,1
okay I have the arrow pointing left then the boat with the house on it the saw and the bridge,0
got it,1
first one is the rewind button and a top hat then the deer print and then the avalanche,1
got it,1
I have this stingray then the llama then the upright dog and then the dog pointing down,0
got it,1
first one is the shark person then the drag race then the person kicking then the lady with no arms in the dress,1
got it,0
okay I have the yacht then the barn then the pyramid with two cut outs and then the letter b,1
got it,0
first first person is the upside down person doing the splits then the lady in the dress with no arms then the oversized person kind of going off the screen then upside down person with the long sleeves,0
got it,1
okay I have just a second,0
my first one is the person with the triangle the big person with the  triangle and their hand then the square body person then the upside down person doing the splits and then the big triangle triangle body person,1
okay got it,1
okay I have a camel and then the dog then the fish and the cat,1
first one is the birthday cake then the hammer excuse me then the christmas tree and the seal,0
got it,1
ok have the shark guy then the lady in the dress then the guy bending over holding a triangle and then the woman in like a bustle dress from the side holding a triangle,1
got it,0
got the arrow going right the house christmas tree sailboat,1
got it,1
first one is the upside down person doing the splits or running the big person kind of blurry lady in a dress third is the person with the triangle in the triangles in the bottom left the last one is the lady and she shes a skinnier skinnier person,0
got it,1
ok I have the guy with the square body then the arrow then the guy with the triangle body and the woman in the dress,0
got it,1
first one is the dog then the dog with three legs and theyre standing on his hind legs the weird looking monster and a stingray,0
got it,1
the first one is a top hat second one is the birthday cake third is a sailboat with three sails and then my last one is the thumbtack,0
got it,1
