UTTERANCE,LABEL
okay I got a crab I got a ram I got a bunny and I got what is that a prairie dog,0
got it,1
I got a big flying bird a hummingbird a turkey and a crab,0
okay I got the fish going downward I have the tornado I have the ram and I have the squirrel the squirrel has the big bushy tail in the top right,1
I see two rams ones to the left and ones to the right but I think the second one to the right has a tail,0
yeah I thought you might think that the the bottom picture I have the heads in the bottom left corner and it has a big bushy tail the top right corner,0
uh oh i think you have different shapes than me somethings wrong because I dont have a bushy tailed creature,0
okay how about something with like in triangle head going in the bottom left corner like its pointing the triangles pointing in the bottom left thats my bottom picture,1
oh I see it oh wow okay so thats your bottom picture thats weird,1
ok I got fish going down a rocket ship going right I got a cat and then I got a long-headed dog,0
got it,1
okay I got a speed boat I got the boat with the little triangle in the middle I got triangle man and then I got a triangle pointing to the left,0
got it,1
okay I got a waiter I got a person praying or on their knees or pregnant woman then I got this sword guy and then I got this split leg guy,0
I missed the first two I think he said was the first one the butler holding the triangle and the second was the upside down pregnant lady,0
yeah and then the third guys pizza guy or the sword guy and then the split leg guy for the last one,0
got it,1
ok I got a speed boat I got a houseboat a palm tree and then half of a christmas tree,1
got it,0
got a pipe a cave a slope and half a tree,0
done,1
okay I got a fish I got a loch ness monster I have a tornado and then I have the squirrel the one that we couldnt figure out earlier,1
I dont even see how you see a squirrel I got it,0
I got a crab a hummingbird a crow and then the flamingo,0
beautiful,1
okay I got the big stepping guy I got the butler I got the lady holding a handkerchief and then arrowhead,0
got it,1
a dragon a flamingo a seal and a rooster,0
what were the first two seal rooster I got oh I missed it what were the first two,0
I got a dragon a flamingo a seal and a rooster,0
done,1
okay I have the regular sea monster then I have the sea monster sideways going downward then I have the tornado then I have the kangaroo,0
perfect,1
I gots an avalanche a three sail a chevron and a seal,0
mhm,1
flamingo dragon loch ness monster swan,0
got it,1
I got a dog to the right dog on one foot hand puppet and then a dog facing down,0
got it,1
tornado loch ness monster bunny fish,0
got it,1
I got a turkey a duck a dragon and a flamingo,0
got it,1
okay I got a ruby I got a slope I got a houseboat and I got a sailboat,0
okay got it,1
I gots uh Abraham Lincoln then a windmill three sail and a houseboat,0
got it,1
okay I got the cave I got the slope I got the pot and I got home plate,0
got it,1
I got upside down bird a crow a sideways bird and then the biggest bird last,0
got it,1
okay I have the arrows I have the tree I have tetris and I have the candle holder arrows tree tetris candle holder if you missed it,0
got it,1
I got split legs I gots pizza I gots the woman model and then I gots the triangle walking to the left,0
got it,1
desk candle sailboat house,0
got it,1
gots a llama a whale a monster and a tornado,0
got it,1
I got a house got a sailboat I got a sideways house and then I have a pot,0
perfect,1
I gots a dog wo-- going to the right pair of dog on two legs I got a dog going downward and then I got the armadillo,1
the armadillo has the parallelogram that goes to the right,0
I got it my speak wouldnt hit for some reason,1
okay I got a crab I got a dragon I got a swan and I got a flying bird,0
can you repeat,0
crab dragon swan flying bird,0
got it,1
uh laying down fox long headed creature a dog facing down and then the robot dog facing left,1
um I got a fox laying down spotted fox for the first one and then I got the long headed fox or animal going to the left and I have a dog facing downward and then to have a dog with parallelogram tail thats to the left,1
okay the second and the fourth one does the second one have like a snout kind of and then the fourth dog doesnt,0
yeah the last ones got its mouth open it has a square snout,0
wait the last one does,0
yeah and it has ears the second one doesnt have any ears,0
okay I got it,1
okay I got the pipe I got the bong for doing stuff I got a sailboat and then I got a mountain,0
got it,1
I gots a shark windmill teepee and a tree,0
got it,1
giant upside down guy kicking guy arrowhead guy a lady sideways flying lady,0
got it,1
I got house shark tetris cake,0
got it,1
ok upside down giant flying bird raptor regular giant flying bird and then smaller flying bird,0
got it,1
got speed boat pipe apple and aero,0
got it,1
I got an axe I got the Eiffel Tower I got a candle holder and an upside down little boat,0
hammer alpha tower candle holder boat,0
yep,1
okay so Ive got this crab and hes about to fall on top of this turkey vulture with his neck or crunched up then we got this bird with a tail whos running along the ceiling and then this bird flying up shes trying to get him off to grab the laws,0
got it,1
I got a two sail wishing it was a cooler sailboat with triangles and has crabs on the boat,1
I got it,1
okay so I got this and the guy on the sailboat wants to go home but before he goes home he has to destroy some cargo ships like flip them over and the precious cargo carrying are bowls for cereal,0
got it,1
I watched this speedboat crash into this palm tree which made it go slanting sideways flip all the way upside down,0
got it,1
okay so I got this dragon hes flying away from this flamingo that I killed and then theres this bird is flying overhead and then he sees that deadamingo and is like oh my god so he starts flying straight down to see if hes okay,0
I got it ,1
okay is this in this cave there was this apple that somebody threw from off the bridge which made the cave turned sideways,0
cuckoo,1
okay so Ive got this squirrel who saying like put them up and then and ears like a Im not fight you but then the ram comes lines like all fight you and bunnies like Carl dont you have condition,0
okay I think I got it,1
I got an iron a tree a triangle diamond in a windmill,0
gotcha,1
or as a bird flying away from his anorexic crow friend who recently died and is now upside down and Ive got a dragon who drops another anorexic grow sideways,0
okay,1
they get a triangle diamond a candle house in a boat,0
got it,1
so I read the bunny laying down another bunny looking behind him stand up is like that ass then Ive got the largest monster whos about to fall onto a t rex,0
got,1
I got seal a sailboat going to a c and there was tp in the sea which they had a lot of pipes,0
them darn indians gotcha,1
so youve got the loch ness monster who just jumped off the back of this bird who is flying straight down because he saw crab like Im going to eat that then it a sealed beneath that crab is like Im going to eat crab,1
so the crabs last,0
grabs third,0
and then the seal,0
I got it,1
got it,1
so I grabbed his bird flying up to get away from a hummingbird and then theres a sideways turkey vulture has just kind of it up but the whole scene doesnt even know theres a crab about pinch his butt,0
got it,0
I get a ram,0
I got a ram d looking to the right and a tornado and then a fish swimming down to the ram looking to the left,1
or for some reason some people call the first one a squirrel,0
got it,1
Ive got a fish swimming down to meet a fish swimming to the right and I have a little fox looking up at the whole situation and then I have this weird alien shape I dont even know what that is,0
got it,1
