UTTERANCE,LABEL
okay I have a houseboat a sideways sailboat an upside down sailboat and then like a wiggly thing,0
got it,1
got like a running dog thing I dont know this weird bent over shape then I have a camel and a whale fish thing,0
okay well the first dog look like a little terrier with like a square nose and then your third your second dog looks like a wiener dog with one leg and it came on a whale,0
like is your second dog facing up,0
my second thing is like this weird mass of shapes Im not really sure,0
like its got a square thing in the top left corner and then in the top right corner its got like ears or something,0
we definitly dont have the same thing then,0
okay so Im going to do the camel okay Im just gonna switch it so we know kinda the same thing the camel first and then the whale and then the skinny dog and then like the tip it looks like a boston terrier like four legs a tail and then a snout,0
okay I think I got it,1
okay I have a guy running really fast a guy in fetal position a woman walking up or walking down not sure which one and that and upside down triangle guy,0
got it,1
okay Ive got like a deer or something is the pointiest shape that there is than to have fish swimming down like a sideways crab or something and a fish swimming up,0
got it,1
okay I have like a weird aura like a symbol of shapes like its literally nothing and then I have like an upside down cactus plants looking thing and then I have an avalanche like a square with a bunch of random rhombus coming off of it and then I have a triangle the square,0
got it,1
I got the eraser shape an upside down sailboat a christmas tree then the eraser facing to the right,0
got it,1
okay I have a person coming off of this like hes coming from off the picture onto the picture so like half his body is missing and he like holding his upside down holding like a bell or something and then I have a woman running to the left and then I have a guy tumbling down and then this other weird person,0
got it,1
Ive got this weird like dinosaur with a shovel head thing like that duck dinosaur then I have a bear a giraffe and a dog,1
okay I have a sideways cactus sideways um windmill or like mill with a whatever and then a hammer and then a random it looks like a building I guess but Im not really sure what else it could be,0
got it,1
Ive got a submarine a house then a house boat and the rhombus,0
got it,1
I have a cactus in unfinished desk the avalanche and then upside down like little boat thing,0
got it,1
Ive got a vulture with like neck all curled up then I have a skinny crow sideways duck and then a flying bird,1
ok I have this person I have this person coming off the like on the screen again happens by missing holding that bell but facing upright then a guy in fetal position and upside down triangle guy and then a random thing again,0
got it,1
Ive got a raptor Ive got the vulture ive got this really fat bird and then I have a snake,0
is the first one this small one and the second one is like the one with the curled up neck,0
yeah,0
got it,1
I have a sideways trapezoid home home base then a pipe and then something that looks like it could probably be a pokemon I dont know,0
got it,1
Ive got this like weird maze hallway shape than to have an upside down mountain building and then the upside down cactus,0
got it,1
I have a sideways home a sailboat that looks like the outline of a home with like a big chimney and then a houseboat,0
got it,1
got that fat bird a bird flying a duck and then a rooster,0
got it,1
I have a bunny standing like a sea serpent facing down the bunny laying down and then a camel,0
got it,1
Ive got a sailboat with one sail and then a hammer then a thread spool then a whole mess of shapes,1
Im starting with cactus the maze arrows or triangles pointing to the left and then a sideways vase,0
got it,1
Ive got the sea monster thing then I have a fox then I have this crime against nature then I have a fish,0
got it,1
ok Ive the flying bird the vulture with a weird neck a big big flying bird it looks like an upside down um thingie that other bird yeah,0
you said flying bird was first,0
yes small flying bird than the bird with like the weird neck and then a big flying bird for the third one and then upside down vulture for the or whatever it is for the fourth one,0
got it,1
okay Ive got a slanted square half a stop sign an eraser and then a diamond,1
okay I have triangles pointing to the left a sailboat with one sail an upside down boat than upside down candle,0
got it,1
Ive got this weird large shape like something standing on one foot and then Ive got the like ram then I have a squirrel is roaring like a lion to have a sideways giant weird shape,0
okay I got it I like to call them tornadoes,1
Ive a sideways duck I have a sea lion then I have a bird with like two big triangle wings and then I have a bird standing on one leg,0
alright got it,1
Ive got a guy sprinting a guy falling over his toes the flying lady and then an upside down guy,1
I have an alpaca kangaroo a bunny laying down and then a weird animal with like a trapezoid on its head,0
got it kind of looks like a gazelle to me,1
okay Ive got like turning your head to the right it looks like a cave or something then I have an arrow bridge and then an even bigger bridge,0
got it,0
