UTTERANCE,LABEL
i i have like the sideways air force symbol kind of an upside down sailboat the house and then a sideways sailboat,0
what Air Force symbol looks like a footprint to me,0
okay then this year footprint print and my Airforce Symbol,0
alright now what are the other ones,0
all right well youre not going to tell me ill tell you what mine are and i have the footprint upside down sailboat house and then sideways sailboat,0
I told you didnt need me to repeat it sorry as I was listening to something my but thats what I have,1
alrighty uh hate these ones alright its the dog Jesus its the dog but with the triangle for feet front feet looking downward then the crab and then the dog on its hind legs,0
gotcha,1
a house boat upside down sailboat the upside down indian and then triangle going to the left,0
got it,1
I have teapot I have iron I have mountain I have upside down indian,1
Ive like a whale and then I have a dog facing the right then I have a fox and then a stingray or like the baseball field,0
ok,1
I have duck with two feet I have crab I have raptor or ostrich and then I have flamingo,0
got it,1
have a duck no legs a flamingo a crab and then a bird with really big wings,0
got it,1
I have ram I have headless dog I have fish arrow fish and then I have what looks like a regular fish,0
got it,1
I have a duck an upside down duck a bird flying down a bird with really big triangle wings and then upside down swan,0
got it,1
I have sitting down rabbit running down dog upside down whale ram,1
I have the birthday cake sailboat arrow and then sideways sailboat,0
got it,1
I have upside down mountain I have the triangle diamond and then I have Abraham Lincoln and I have the triangle with the piece missing,0
got it,1
I have an avalanche the triangle with the square the rocket ship and then a sailboat,0
got it,1
I have triangle speedboat palm tree sailboat,1
I have a house flowerpot triangle with a piece missing and then the arrow like a chevron thing,0
is the second one your flower slash shark slash Russian dude,1
all right i have upside down raptor flying bird going downward rooster upside down duck with two feet,0
got it,1
I have a duck no legs flying bird bird with really big wings and then a crab,0
got it,1
I have a person upside down holding a triangle the socond one looks like to me a woman holding a handkerchief or a lady or a triangle on the left side and then the third one is the triangle at the very bottom and the last one is the person running downward,0
okay sorry I was answering a query soyou have the upside down big person and then the girl with a handkerchief um facing the right direction and then the one facing down and then the running person going down,0
yes maam,1
okay I have an apple parallelogram a houseboat and then a triangle,0
apples first if so I got it,1
I have the turtle I have the cat I have the bunny I have the weirdly shaped dog facing downward,1
I have the dog facing down a weird dog facing the left with like it looks a little bit like a terrier with like a really really weird pointy tail and then I have another dog running to the left and then I have a fish going up but this the third dog has like a triangle ear,0
they both have triangle years is one the third one is running left right not down,0
the one going down is first and then I have the terrier going to the left and then I have a dog with the pointy ear going to the left as the third one,1
oh I have that big and then I have the steamboat and I have the ramp and then I have the b the letter b,1
have a terrier going to the right a fox standing an alpaca and then a laying down fox,0
got it,1
I have half a christmas tree I have a steamboat I have a rectangle missing corners and then I have a vase,0
got it,1
have a guy ringing a bell a square body guy someone kicking a football and then the triangle or the arrowhead,0
got it,1
I have fat crow loch ness monster turkey camel thing and then I have a duck with two feet upside down,0
got it,1
I have a sailboat with three sails like a chair thing and then I have a sailboat with one sail and then a really weird shape,0
is that really weird shape last,0
yep,1
ooh good to ask I almost had it in the wrong position alright um I have the weirdly shaped loch ness monster I have the fat raptor I have the pelican slash flamingo looking backwards and then I have the flying bird going to the left,0
got it,1
okay I have Im having like the worst headache right here I have some person kneeling a person wringing a bell the girl doing the salsa a square triangle triangle guy running up,0
got it,1
I have the upside down boat I have the three sailboat I have the russian dude slash your plant and then a two sail sailboat,0
got it,1
I have the upside down at loch ness monster a skinny crow and then a fat crow and then a swan,0
got it,1
all right a flying bird to the left side sideways flamingo sideways loch ness monster upside down flamingo,0
got it,1
a baseball field a fish going down a regular looking fish and then a laying down fox,0
got it,1
I had that weird shape that youre trying to describe it to me it looks just like a house with no windows than a pot of upright a pot sideways and then a plant,0
got it yeah I see the house,1
I have a lumpy woman and then I have I like a server or like whenever I yeah a server and then I have like a guy taking the whole picture going upwards and that a square body guy,0
got it,1
thirty four no thats not right oh well um I have a fish and then a loch ness monster and then a spaceship flaying down and then a ram,0
got it,1
I have a triangle guy with his head and the bottom right corner I have a guy just standing there I have a woman with a handkerchief and then the animal dude weird animal hybrid guy,0
got it,1
I have a ram I have the weirdly shaped dog giraffe and the slash shape I like to like it looks like a plane flying downward or a whale,0
the last one looked like a wiener dog,0
I dont I dont see the wiener dog its the last shape that really skinny one with the triangle sticking on the left side,0
ok got it,0
okay I have a sailboat Abraham Lincoln the footprint and the houseboat,0
got it ,1
right cool all I have a rectangle with quarters missing I have a pot upside down apple bridge,0
got it,1
I have half a christmas tree the big eraser this thing that looks like I dont even know the outline of like a weird poke him on Im not sure and then a bridge,0
you can call it a cat may I got,1
I dont know,0
I have upside down guy praying I have guy laying on his back I have guy upside down running to the left does arm straight out and the guy running downward,0
gotcha,1
yeah,1
no yacht its a cave I got,1
got it I think the whale looks more like a stingray but well go with a whale,1
I got an avalanche I have a sailboat I have a footprint I have a seal,0
hard,1
for the record is a miracle I got the last one right anyways I have a rom based a big old boat a but with an arrow and then a bridge,0
is that first phone call is like a diamond or a ruby,0
yes,0
got it,1
got it,1
have a pipe be an apple and a,0
got it,1
I have flying bird swan loch ness monster duck with two feet,0
got it,1
I had a big old boat again a bridge made a small boat but is like a house boat it has a roof and then the cave,0
I got it I think the first one looks like a bowl of rice with chopsticks sticking out of it but thats just me I got,1
looks like a ball with rice and the chopsticks sticking out of it but we dont we dont have to call that hold on,0
got it,1
Im sorry I guess I didnt have that I have a trap is oik seven feet which employed a bowl of rice or a bigger a certain apple,0
add added,1
I square body dude I have lady in a dress I have guy running upwards think I run into the,0
gotcha,1
I do have triangles I have a sailboat and I have a in,0
yeah,1
apple speed sail sailboat let her be,1
