UTTERANCE,LABEL
so I got this thing called the eraser and got gandalf spite and then I got a natural bowl and then got this rectangle thing with one of the corners missing,1
my button oh there we go I fixed it so I got a I got a Tony Hawk I mean sorry tomahawk uh I got a iron and then I have a Russian dude and I have a your symbol for hot soup,0
got it,1
so I got this house I got an avalanche I got a guy that looks like an indian upside down and then I got a candle upside down,1
got a pine tree and a trapezoid and an eraser and a sombrero nacho attack,0
did you press done,1
I didnt press done sorry so I have this guy that has a big triangle body and then I have this guy running downward and then a guy I think we call it jumping JT Hitler and god out Jesus scare the crap out of me alone,0
did Hitler sneak up on you,0
a little bit and then I have a guy running with the fat leg behind him,0
cool,1
I got a two nacho bowl I got a sombrero I got a a little triangle with thing in a pine tree,0
got it,1
I got a loch ness monster with a dog inside of a llama which is inside a little chipmunk,1
I got a two nacho bowl a capital b a boat and a tree,0
I didnt order a two nacho bowl I ordered a one nacho bowl Jesus hard to get good help around here,1
so I got this lady doing a cha cha in a dress and then I got a guy upside down with in their head the first one that has arms a third one is the lady doing the cha cha with no arms and the last guy is Chris,0
cool,1
I got a using crabs I got a got a air bud the running to the right then I have air air bud taking a dump and then I have a squirrel I think you called it,0
yeah I called it,1
and I got Mr. Crabs I got batman swimming I got upside down bird lying and then I got a a pelican slash flamingo looking backwards,0
cool,1
I got I get a boat a bong a pipe and a tree half,0
say that again I had a query sorry,0
no youre on your own I will never say it again I will never tell you about the boat bong pipe and tree,0
thats weird okay,1
so I got I got a shovel and arrow and I got a regular arrow I got a sailboat and then I got an Eiffel Tower,0
you said an eyeful I mean mouthful,1
I got Joe camel I got roger rabbit I got ramrod and I got fish,1
got it I think,1
awesome I got hot soup I got pac man eating Louisiana I got the two nacho bowl and I got a sombrero being attacked by nachos,0
I too think I have that,1
so I got the squirrel chasing a whale and the whale thinks the fox is cute but the fox doesnt want that whale because its vertical he wants the upside down whale,0
got it,1
your bad I got I got a Tony Hawk I got a house arrow got an avalanche and I got point pointy,0
sorry I was insulting you can you say those again,0
I knew that the first time idiot,0
youre stupid,1
we we already know that nothing new I got a spaceship I got like arrows pointing to the left I got pac man eating Louisiana and then I got two nacho bowl,0
thats a bold statement,1
I got a three nacho bowl I got a two nacho bowl I got a boat and I got a pointy doodad,1
okay so listen here I got a spotted fox very rare I got this weird looking dog its even weirder and more rare I got batman swimming thats extremely rare and then I got a whale which isnt that rare,0
cool man,1
I got a letter c I got a vase and home plate and a trapezoid,0
I think I got it,0
what do you mean you think,0
I dont think,1
I got a rear real real hold on,0
I got a were rear ruled dual wheel fox then I got a bunny and then I got a horse looking thing and then I got a goat,0
oh I see that go I goat see yes ok,1
I got a tepid teapot have a Native American have a two nacho bowl and a house,0
