UTTERANCE,LABEL
ive got a rooster dragon and the crab and a seal,1
i have an upside down running guy i have a woman running down i have a big guy with big arm and then i have a person sliding up on its stomach,0
go on,1
a stupid slanted shape a cave a christmas tree and a pipe,0
got it,1
I got a hammer a candle a boat and an iron,0
thats a cake but I see that theres a candle on the cake,1
thats good deductive reasoning,0
i got a kick and a guy with the big ass-,0
fuck I hit the button guy kicking guy with the giant arm guy in the field position and the guy tipping his hat,0
watch your damn language,0
fuck you,1
I have uh Lance Armstrong the next guy looks like Brock Lesnar then I have uh Simone Biles and then I have a big big shape hopefully that helps,0
God I hope I got this,1
a i did. ok I got uh hummingbird thing a crab a flamingo and a snake,0
got it,1
I have a crow a swan a hummingbird and then like a Loch Ness monster thing,1
kerner,0
i have a bowl a boat a scot and a bunch of triangles,0
i said watch your language geez but I got it,1
got it,0
Ive got a weird sailboat a butterfly a speed boat and a tp,1
got it,0
I have a hummingbird Loch Ness Monster uh flying bird upside down flamingo,1
I have that too in a different order but I have it,0
Ive got a fish swimming into a camel and then a llama whos looking at a giraffe,0
its beautiful i love nature,1
Cool,1
i have a boat thats right side up then in inverse of said boat then a giant japanese like castle and then a triangle,0
spot on,1
got it,1
ive got mr freckle fox and then I have a giraffe who is very disgruntled with the bunny beneath him and then a hand puppet is just chillin,1
I have this triangle and it looks like someones trying to stuff the triangle into the vase below it but thats not going to happen that doesnt make any sense then I have a bridge and living under the bridge is a japanese castle monster,0
beautiful,1
okay I got this cave and it doesnt know if theres a weird ass shape beneath it and theres a boat who is leaving home plate,0
wow baseball sure is complicated,1
I have a big flying bird flying diagonally uh to the top left corner of his white box that he lives in I would say that hes at an angle of about forty two percent percent-- degrees oh my god thats embarrasing anyway below that is an upside down flying bird and then a rubber ducky and then a bird flying up,0
got it by the way thats a hundred and forty,0
says you,0
Im left handed so its different,1
left stupid friend okay so I got a bottle on top of a samurai helmet and beneath the samurai helmet is half of a stop sign probably in his face and then theres like a little little newspaper sailor hat,0
got it,1
got it,1
okay so I got this rooster whos falling onto a dragons back the dragon just killed a fat crow and theres a bird hes like "aw shit" gotta get outta here,0
makes sense and did you know a roosters evolved from dragons I saw that on discovery,0
I did not,1
now rushmore of,1
okay i got a t rex and hes a germaphobe and hes freaking out because he had this ram and this ram had crabs and then this squirrel is like whoa,0
yeah I got that,1
beautiful i got this,1
oh,1
i got it you could say its a waterfowl,1
thats on you,0
got it,1
the seal of approval,1
okay so ive got this apple the forbidden fruit falling into the triangle that is represents mans three virtues which were not going to discuss because it trapped in a castle and theres a boat beneath the castle to escape,0
Ive heard of a scapegoat but an escape boat,1
got it shouldve listened,1
okay so I got this dumb balloon which is falling onto this toros whos about to be rammed up the stomach by a fish that got shut out of the blowhole of that whale,0
like in finding nemo and up,1
I got it,1
got it,0
hello I have a hummingbird I have a swimming bird I have a flying bird and a standing bird,0
I got it,1
I have a dead guy I have a guy flying up into the dead guys butt I have a lady waving her handkerchief and then I have a thing,0
correct,1
I have a fish I have a crab I have a dog going to the left and a dog going to the right,0
gord it,1
I have a sailboat next to a house next to an iron next to a house without a chimney,0
got it,1
I have a triangle and rhombus combination I have an arrow standard arrow then I have a military arrow a militarrow and the fourth thing is a triangle with an m cut out of,0
a marrow and I got it,0
did you hit done,1
I have a bridge a butterfly a boat and half a stop sign or actually a little less than half,0
say it again I was doing a query,0
query I have a bridge a butterfly a boat and a little less than half a stop sign,0
that is the correct proportion of a stop sign Im glad that you fixed that,1
hey man I have a a a rabbi I have a tortured toll I have a a a a rom and then I have a dog,0
um its an impala,0
I want to be a baller shot collar twenty inch okay,1
that was weird anyways I have a fish an impala with a shock collar then I have a dog and a baseball diamond,0
got it,1
hey man I have the a b as in boat and then I have a boat then I have a another boat this particular boat is going down as it is not a boat that is afloat and then a trap trapezoid,0
got it,1
I have a bird upside down a bird sideways a bird right side up and then a bird with wings,0
yo I got that,1
hey man I got a swan got a crow I got a thing I think people call it a raptor I dont see it and then I have super shredders arm,0
I think it was paul cauldron but you know whatever,0
no its literally his arm,1
I think the person with the tail is uh is uh Ryan Lochte I only know like three olympians I keep saying the same names ,1
hey man I got a uh I got a rabid seal who just decapitated a Native American and to get away with the crime hes hopping on his sailboat with two triangles that are facing the same direction realizing of course thats a terrible way to sail and he got on the other boat,0
cool story bro,1
