UTTERANCE,LABEL
yo I got the speedboat sailboat sea mountain cave,0
got it,1
all right i dont know if you know its called but it looks like a ball have rice on it and it looks like they have chopsticks coming out and then i have the letter c and then i have a bridge and then i have a pipe,1
I got it,0
all right ive got the guy like ice skating looking like first and then the upside down small splits guy and then the weird thing with a parallelogram on the left and then the big triangle body guy,1
got it,1
I got b and then the thing with the coconuts in the corners then the weird sailboat and the pine tree,0
got it,1
I got the fat road runner looking down fat road runner looking left turkey looking down and rubber ducky,0
got it,1
I have Abraham Lincoln I got a hammer I got indian I got avalanche,0
done,1
we got some weird monk I got some weird monk dude I got front flip dude I got no legs holding a triangle dude and then that last guy,1
it looks like hes on a slip and slide hold on,0
got it,1
all right um vase pine tree bee boat,0
got it,1
I have a rooster I have this dragon Ill repeat that rooster dragon duck with two feet loch ness monster,0
got it,1
I got the weird flying bird with the triangle wings the upside down flamingo road runner turkey,1
got it you know what we should do we should answer or we should remember each others questions and then answer for us got it good got it good,0
alright I have a speed boat I have a big shape kind of like home plate a little bit a palm tree scissors,0
got it,1
I had ten minutes remember that for me ten minutes,0
not remembering yours um upside down swan raven um flying bird with the head in the bottom right and then flying bird with the head in the top right,1
do you mean bottom left,0
Im counting the triangle as its head,1
maybe youre thinking thats the tail,0
Im thinkin the left wing I dont know well just go with it sure,1
yeah oh well hold on,1
yo so I got this avalanche alright and then I got a birthday cake and then I got a triangle diamond next to each other because theyre in love and then I got a house with a chimney,0
all I got was a house with a chinmey go ahead repeat that please,1
ten percent remember that for me I got an avalanche I got cake I got triangle diamond together because they love each other then I got a house with a chimney,0
got it,1
got it,0
bunny fox giraffe crab,1
got it,0
right this first one its a lady holding a handkerchief sideways sector search remember that for me grant and then the second one is that very large picture with the square in the bottom right then the third one is the lady straight up holding a handkerchief the triangles on the left side and then the person bending over tipping his hat,1
all right i gotcha,0
Ive got the crow the weird like pelican slash flamingo thing its got the wing on the left side its more like vertical up and down and then the upside down duck and then the last one is the other pelican thing but its more like horizontal,1
got it,1
you can press done now,1
I got this seal the boat the shark with a square head then the hammer,0
first two again,0
seal then boat,1
twenty four hundred feet grant remember that for me alright giraffe turtle uh loch ness monster tornado slash stingray,0
done,1
alright Ive got the flying bird that we had a mishap with and then the pelican and then the turkey and then the roadrunner,0
got it,1
spaceship flying to the right dog with his nose facing left ram flying up spaceship,0
Ive got chemo sabi um indian guy and the arrowss and then the sideways sailboat that weird in the sideways sailboat with just two triangle sails,0
got it,1
all right i got loch ness monster i got seal i got flamingo i got pelican,1
got it,0
