UTTERANCE,LABEL
ok my first one is the bird and then this sideways sailboat and then the string of triangles and then the other thing,0
got it,1
okay um my first one is the x with the smaller things on the right and then the x with the smaller things on the bottom and then the dog with the square snout and the birds are yeah the bird flying down,1
got it,1
my first one has an arrow pointing to the right then the person on the Slip n Slide then the lady in the dress and then the person upside down holding a triangle,0
got it,0
I have the turtle then the va or stingrays then the camel then the rabbit,0
got it,1
ok I have the dog like on its hind legs and then the loch ness monster and then the fox laying down and then the shark,0
I got it,1
I have the house with the chimney then the hammer then the sailboat then the shapes with the square on the side,0
got it,1
okay I have the vase then the arrow pointing left then the crab and then the other shape,0
I got it,1
ouch I have the palm tree then the arrow then the ramp then the triangle,0
got it,1
ok I have this sailboat the palm tree the boat with a house and then the barn,1
I got it,0
I have the lady in the dress the person in the fetal position the person throwing the blanket and then the person with the triangle body,1
got it,0
I have the arrow and then the house the thumb tack and the other shape,0
got it,1
i have the camel then the llama then the fox dog thing and then the other like random like  scared cat almost is how its on his like tip toes,1
did you say your first one is the camel and then the llama,1
yeah ,1
I have the fox then the like dog with the like no head and then want the arrow pointing down and then the like animal that has a triangle on the front then two triangles on the back and it has like a rectangle tail,0
got it,1
okay I have that um cat with like and then the block and then the regular cat and then the funny shape with two triangles for the front feet,0
okay got it,0
I have the person falling forward the person like slipping backwards the little kid and then the person holding a triangle,1
got it,1
I have the pipe then the upside down apple then the key then the boat,1
I have the person in the fetal position the prison holding the triangle person on the Slip n Slide and the other like random shape,1
got it,1
ok I have the parallelogram then the half a christmas tree the boat with the triangle and then the other blob,0
I have the random shapes with the square on the top the tree the comma and then the like siloute of a house with a chimney on the bottom,1
got it,0
okay have the crow then the x then the upside down flamingo and the sideways flamingo,1
got it,0
I have the crow then the rooster then the swan and the snake,1
got it,1
I have the um arrow pointing up the x the arrows pointing down and then the strange shape,0
got it,0
I have the vultures and then the swan then the snake then the seal,1
I have the turkey with its head up then the duck the turkey with its head down and then the duck with two legs,1
got it,1
I have the lady in the dress person kicking the person upside down running and then the person holding a triangle,1
got it,1
I have the triangle then the like how or I mean the arrow and then the house then the letter t and then the like air force base kinda looking thing,0
did you say you got it,0
yeah,0
I have the pipe then the tree then the sailboat and the sideways mountain with a tunnel,1
got it,1
the sailboat with the two triangles then the speedboat then the pipe and then the mountains with the tunnel through it ,0
and the pipe is last you said,0
no I have the pipe then the mountains,1
ok got it,0
I have the arrow then the like bird and then the sailboat and with the two triangles and then the boat thats all the way upside down,1
got it,1
okay I have the guy kicking the guy upside down the woman in the bustle dress and then the fetal position,0
and a lady in the dress,0
yeah those are the second and third,0
ok can you repeat them then please,1
I have the guy kicking um facing up first and then the guy upside down holding a triangle and the lady in the dress and then the fetal position,1
I got it,1
ok I have the crab then the like vase and then the steamboat and then the like rectangle with the two triangles missing,1
got it,0
I have the dog then the turtle then the x and then the block,0
got it,1
I have the person with the triangle body its like running and theres like the right way then the person on the Slip n Slide then the person they running and they have a triangle body but theyre smaller and then the arrow pointing down,0
got it,1
ok I have the arrow pointing to the left and the person in the fetal position and then the person with the triangle body and then the person like reading a book and theyre kneeling,1
got it,1
ok I have seal the turkey with its head up then the duck and the turkey with its head to the right,0
got it,1
I have the person doing like the splits with the triangle body then the lady in the dress and then the person doing like a front flip and then the like random shapes,0
got it,0
can you hear me,0
