UTTERANCE,LABEL
okay I have a palm tree thanks man for getting that done so early I got a palm tree I got a crab I got a bridge and I got a bong,0
got it,1
I got a rectangle with the right corner missing I got a steamboat and what I like to call a bowl with rice in it with chopsticks sticking out of it and then scissors,1
okay I think I got that,0
ten minutes okay I gotta crow got an upside down swan I got an upside down bird with a big tail and then I have the flying bird going up,1
got it,0
I got the skeleton key I got the trapezoid Ive got the speed boat and then I got the cave,1
got it,0
arow half of a christmas tree palm tree stop sign,1
what stops are you talking about,0
one on the road thats red that says stop on it,1
theres not one shape in this row that looks like a stop sign but Im assuming you mean the weirdly shaped rectangle on the bottom is the last one,0
I hope you dont have a drivers license sir but Im hitting done,1
the but really,0
I really did done but if youve got the other three then it doesnt matter what you think the forth one looks like,0
churro sorry,1
I can say it again I think you got a query a person with an arrow narrows the head lay on his back person praying with two with his arms out praying upside down person kneeling praying looking upward and sideways and the person running is the last one,1
I actually had it but I appreciate the effort hitting done,1
I got an upside down flamingo I got a rubber ducky I got a seal and I got a flying bird,1
got it,0
I have a fat ostrich on like that trying that bird looking thing with the big triangles for wings and then a little upside down flamingo looking backwards and then a crow,1
got it,1
I got an I got a candle I got a sailboat with three sails and then I got the other boat,0
I got a laying down bunny I got a fox and then I got a bunny running and and then I got a spaceship,1
got it,0
upside down legs spread apart upside down like praying I think is what you said then a woman laying on her stomach and then like a woman standing up like a triangle hand,1
sure I got it,1
alrighty I got a rubber ducky I got a crow I got a hum a camel looking thing with triangles for a hump and then a flying bird flying downward,0
got it,1
ten okay I got home plate I got like a would you say rectangle then I have like a sailboat with a little triangle on top of it in the middle and then I have the other matt says its a sombrero with triangles attacking it,1
I got bunny I got laying down fox I got spaceship and I got a llama,1
upside down crow sideways crow loch ness monster flying bird,1
got it dog,0
I got like a dog on his like jumping up on those two back feet and then I got a bunny running and then I got a stingray and then I got a squirrel looking chipmunk thing,1
got it,0
okay I got an indian and I got an arrow pointing to the right I have i think this is a flying bird I dont know it almost looks like a gremlin right now its either a gremlin or upside down flying bird have this weird thing that looks like Pac Mans eating something,0
the third one look like a sailboat,0
and neither of them look like sailboats to me I think Ive inspect I think Ive heard people say that the fourth one I have looks like a sailboat sometimes so maybe that ones it,1
like the third one looks like a grim it has like a triangle coming out that almost looks like an ear and then the fourth one looks like two shapes two or three shapes,0
yeah tilt your head to the right looks like a sailboat like a weirdly shaped sailboat but I think I got it,1
I totally see that now,0
I got speedboat and then I got a bridge or two doors and I got a ramp and then I got a guy a human christmas tree looking thing,1
got it dog yo,1
I totally got that right and she screwed me over,0
oh these stupid animals I got like fox thats like crawling upward then I have like that dog on its two hind feet of like this weird parallelogram with like two triangles sticking out of it then I got this other i guess its an animal with like a weird tale thats on the right side of the screen I dont know,0
which one is the one that looks like a cat like a national bird of the animal is that the first one,0
yeah the first one looks like a cat or a fox to me and its like crawling upwards its sideways,0
okay then i see the last one that weirdly zigzaggy shaped thing with a,0
the last one looks like kind of looks like an animal and the third one looks like that parallelogram or you know trapezoid or whatever you think is like a slanted rectangle like two triangles out of it,0
yeah I got it right I pressed on,1
I got a crab were throwing stars like I like to say and upside down ostrich weirdly shaped loch ness monster and a upside down flamingo,1
got it,0
palm tree like a weird shaped pot then a like a sailboat with the little triangle in it and then triangle man,0
got it,1
I got standing our standing fox with tail a bear llama spaceship,0
all I got that I got the spaceship for the space buddies yo dog,1
upside down sailboat I got a triangle and then I got a speedboat going downward and then I have the mountain with the door cut out,1
I got it,0
I got the arrows going up and down I got the chevron thing I got the sailboat with the three sails and I got the infamous shape that I dont know that looks like a sailboat when you tilt your head to the right,0
yeah I got it,1
okay,1
rubber ducky or number one number two is a crow for fun and then I got an upside down swan and a flying bird,0
I totally got that,1
yeah I got a I got a kangaroo over here for the first one and then I got a crab or what I like to call the stone star and then a baseball diamond and then a turtle I love them turtles,1
think youre getting into racist territory so be careful there but I got it,1
okay I got a guy with an arrow for a head the arrow pointing down that I have a sideways individual and I have a big like butler person bending over holding a triangle and then I have a running person,1
ok um upside down person with a arrow for a head and then that were lady dangling a triangle sideways and then we just do this and Im just repeating myself I feel like thats whats happening and I apologize hold on,0
that is what I have an era for her first sideways lady second big butler bending over holding a triangle third and running guy forth,0
I apologize Mark yeah I got it,0
all right i have some shapes i have four shapes all right our goal is to order them in rows of what i have to what you have so what i have is a hummingbird as my number one number two i have a crow the third one is a hummingbird but its flying downward and my fourth one is an upside down swan,1
my goal is to arrange the tan grams in the same order that you just told me and I believe that I have done that successfully,1
okay mine are arranged in such order I have a birthday cake I have a house I have a triangle and a diamond then I have the avalanche,1
I have that sir thank you very much for participating in this experiment goodbye,1
welcome back to the experiment the experiment will begin in now seal houseboat a candle without a flame and a house not a boat just the house,0
god can I speak to a person on these things always a computer hittin done,1
I have a fox I have a bunny I have a lobster and I have a giraffe,1
sorry sir could not comprehend what you said on the last one did you say Jeff press one if you said Jeff Im pressing down,1
