UTTERANCE,LABEL
okay I sideways hoof upside down barn,0
got it ,1
dog facing down squirrel on its hind legs crab and then the squirrel with the two triangles connected as the front feet,0
got it,1
gots a boat upside down a windmill and a feather,0
sorry can you say that again,0
got a boat upside down sales windmill and a feather,0
got it,1
a tea kettle a windmill a iron a mountain,0
can you say that again,0
a tea kettle a windmill an iron a mountain,0
got it,0
okay kinky tail fox a stingray and a hand puppet,1
I heard kinky tail something fox can you repeat those please,0
yeah kinky tail fox stingray hand puppet,0
got it,1
flamingo a raptor a swan a crab,1
okay I think are the swans the duck,0
I have a legless duck a flamingo a crab a hummingbird,0
got it ,1
I gots a ram head list dog a fish and open mouth,1
can you repeat those please,0
I gots the ram the headless dog fish and then the open mouth fish,1
the duck the flying bird the dragon the swan,0
can you say that again,1
hang on,0
yeah the duck flying bird dragon this swan,0
ok got it,0
I gots bunny dog whale ram,0
got it,0
birthday cake a sailboat thats right side up the arrow then a sailboat sideways,0
got it,1
mountain triangle diamond Abraham and teepee,1
I have Abraham Lincoln or the avalanche a triangle with the diamond a torch and a sailboat,1
triangle speed boat palm trees sail boat,0
got it,0
I got the barn the shark with a box on its head a teepee and a chevron,0
got it,1
I gots raptor flying rooster duck,0
duck flying bird dragon,1
waiter handkerchief sideways handkerchief triangle arms,0
got it,0
apple parallelogram tug boat teepee with two doors,0
got it,0
turtle fox bunny dog,1
sorry can you repeat those,0
turtle fox bunny dog,0
got it,1
a dog facing down the dog with a fat snout facing left the right side up dog and then the rocket ship,1
barn boat slope bee,0
I was getting a query can you repeat those please,0
barn boat slope bee,0
got it,1
the terrier with the square snout facing right the fox the pinjata and the speckled fox,0
got it,0
tree boat slope pot,0
got it,1
the preacher the square body walking the football kicker and the bird house head,0
got it,0
vulture a sea serpent a turkey vulture an upside down duck,0
got it,0
sail boat tetris um flame barn,1
got it ,1
seventy five I got sea monster raptor flamingo flying,1
I have weird shapes on the preacher the salsa dancer the score triangle torso running,0
got it,1
boat three sail shark two sail,0
can you repeat that,0
boat three sail shark two sail,0
okay so the upside down boat with a square and then the second ones the three sail boat,1
four hundred feet and then theres a shark for the third one and the second last one has two sales,1
the new loch ness monster a monster the skinny crow the fat crow and the swan,0
got it,0
flyin flamingo monster upside down flamingo,1
got it,0
stingray fish shark speckled fox,0
got it,1
house pot sideways pot shark,0
house pot sideways pot shark,0
got it,0
the lady walking guy tipping his hat guy lean back on one leg and a square body,0
got it ,1
lets see sharks serpent fish ram,1
the dude with his legs spread the person with no arms the lady with a handkerchief and a dog person,0
got it,0
ram puppet giraffe shark,1
got the person with the big triangle boob the person upside down with her legs spread the lady walking down and the dude crawling up,0
got it,1
handkerchief sword lady upside down waiter,1
can you say those again please,0
handkerchief sword man lady upside down man,1
