UTTERANCE,LABEL
ten percent okay I have a sailboat with the smaller sail sideways then I have an upside down bigger sailboat then I have a house and then I have another thing like a big paw print or something,0
got it,1
okay I have a dog a crab it looks like to me a horse on two legs and its got a big tail and then the last shape,0
I got it,1
ok I have the Native American I have the bunch of triangles I have the upside down sailboat and then I have the other boat,0
got it,1
teapot indian a cat no teapot indian iron and mountain sorry couldnt get that out,0
i got it,1
ok I have the baseball diamond I have the cat or the fox on two legs um then I have I dont know what animal this is theres like a square head on the right and then a tail on the left and theres some other big shape at the bottom,0
does the last one look like a hand puppet going downward,0
yeah,0
go away speak,0
okay got it,1
I have the flamingo chicken with a long tail a bird with  or a duck with two feet and crab,0
done,1
rubber ducky flamingo crab and a flying bird with the big wings,0
got it,1
ok sorry it moved I have a fish I have an arrow going downward I have an ant eater it looks like an animal with no head okay fish arrow down ant eater slash animal no head and then a ram going to the right,0
a ram I thought I had it till the last one I think I got it though,1
I guess I messed it up my bad I have a swan I have the bird with the big wings I have a rubber ducky and the flying chicken,0
got it,0
did you hit done,0
yes I did,1
ok I have a dog a bunny a ram and then going to the left and then a whale,0
ok there I got it,1
arrow pointing to the right the cake the birthday cake then I have the sideways smaller sailboat and then the bigger upright sailboat,0
got it,1
mountain triangle square triangle with the cut outs Abraham Lincoln,0
got it I cant,1
okay a sailboat a rocket um the triangle in the square and then I cant remember what we called this this uh thing with two shapes coming out of it,0
got it,0
Im not sure whats going on with all these buttons today,1
sometimes you have to hit speak and then hit re hit done um i have a palm tree a triangle a speed boat and then a sail boat,0
oh I like the speedboat description ill remember that got it,1
ok I got a house with a triangle chimney I have like a weird arrow pointing to the right I have the triangle with the two cut outs in it and then the last thing,0
got it,1
okay I have a chicken with the long tail I have a bird with two feet a flying bird and then a rooster,0
got it,1
ok a rubber ducky crab the flying bird with the big triangle wings and then the other flying chicken thing,0
I got it,1
ok I have the upside down butler thats holding a triangle I have the lady with an old fashioned dress whose holding a handkerchief but shes sideways I have the skydiving guy and then I have the same lady in the dress but shes upright,0
got it,1
okay I have an apple I have a triangle with the two white doors I have a parallelogram and I have a weird little boat thing,0
got it,1
I have a cat sitting down I had on I have a turtle and then I have pluto the dog,0
got it,1
if you turn your head down it kind of looks like an indian like or it you turn your head to the right kind of looks like an indian,0
but I got it,0
whoa whoa you blew my mind I totally see that now Im hitting done,1
okay I have home plate or what looks like kind of like home plate I have a slant downward I have a stove with a diamond cut out and then I have like a freight boat,0
got it,1
okay I have a cat on two feet I have the other cat laying down with the white dots in it I have a what is it it looks like a long neck animal but I dont want to say giraffe I dont know what it is it has a tail and then I have another like dog or something with four legs,0
an alpaca but I got it,0
okay,1
okay I have a christmas tree I have a freight boat a pot and then a a parallelogram thats cut off,0
done,1
okay I have a person laying down with the triangle head I have a person with a square chest walking down I have a person with the foot straight up in the air and I have a person lying stomach first reading its triangle hand,1
okay okay a fat crow I have a duck with two feet I have a loch ness monster and then I have like a peacock with a crouched neck,1
okay I have like a stair then I have a sailboat with three sails then I have these two shapes next to each other one of them is like a parallelogram and then this bottom things almost like a sideways house with a chimney,1
I have a like a big like sparrow bird I have a flamingo I have a flying bird with a small head and then I have like an upside down big loch ness monster,0
got that slightly,1
got it,1
I have the Russian the two sailed sailboat the three sailed sailboat and then like a another boat but its upside down,0
got it,1
okay Ive skinnier crow then I fatter crow then I have the swan and then I have whatever that thing is at the bottom,0
got it,1
flying bird upside down flamingo flamingo with its foot to the left loch ness monster,0
gots its,1
got it,0
