UTTERANCE,LABEL
alright can you hear me,0
yeah i can hear you,0
ok my first one is the square body guy walking down my second one is the shark boy my third one is the weird shape and my fourth one is a drag racer,0
okay got it,1
ok my first one is the dog and then the big block shape and then the bird flying down and then the funny like dog thing with the square head,0
got it,1
alright my first one is the trapezoid or the weird quandralateral with the piece sliced uh then the person with the square on the left side and the weird shape on the right side then the upside down palm tree and then the giant tree looking thing,0
got it,1
ok my first one is kind of a funny shape um it kind of has like a long piece thats going up toward the upper right and then my second one the same one except the long piece is going down just a second,0
so does it kind of look like a seal,0
i guess i dont really see that but if other people think its a seal um where do you say like the head is,0
yeah so the the top of the top ones head is in the bottom left and then the second one heads in the top right,0
okay um then my third one is the bird with the pointy or the bent beak and then the fourth one the upside down duck with two triangle feet,0
got it,1
alright my first one is the steamboat my second one is the letter c my third one is the yacht and my fourth one is the apple logo,0
okay got it,1
alright my first on the pipe and then the six sided shape and then the bridge and the pyramid with two cutouts,0
got it,1
all right my first one is the weird sailboat looking thing then my second one is the with the square on the top with the triangles coming off of it then my third one is the avalanche and my fourth one is the sideways windmill,0
okay got it,1
ok my first one is the fox laying down and then the dog and then the bunny and then a strange figure that also looks kind of like an animal,0
yep got it,1
all right my first one is the bird flying up my second one is the sailboat my third one is the top hat on a stick and my fourth one is the other shape,0
got it,1
okay my first one is is like dancing person with their arms straight out looks like they have big sleeves and then my second one is a guy like slipped on a banana peel and then my third one is a guy like bending over holding out a dish and then someone running downwards,0
got it,1
all right my first one is the kangaroo then my second one is the fish my third one looks like a dog kind of lean back with its head pointing up and then my fourth one is the bunny,0
okay got it,1
alright my first is the bird and then the second one is the same bird rotated to the left and then the upside down flamingo and then the seal,0
got it,1
alright my first one is the thumbtack my second is the arrow my third is the vase and my fourth is the square with the triangles coming off of it,0
got it,1
ok my first one is like a boat with a house on it and then the funny tree thing and then the pipe and then something that looks almost like a key,0
yep got it,1
alright my first one is the arrow my second one is the dude on a bike my a third one is the triangle body running up and then my fourth one is the child running up,0
got it,1
ok my first on the double arrow and then the semi colon and then the house with a chimney and the sailboat,0
got it sorry my speak button is stuck give it a second,1
all right so my first one is the kangaroo and then the weird dog looking thing and then the correct dog looking thing and then the camel,0
got it,1
ok my first ones the pyramid and then the pyramid with two cut outs and then the slope and the letter b,0
got it,1
all right my first one is oh sorry my first one is the turkey and then the upside down turkey and then the seal and then the crane,0
got it,1
ok my first ones the turkey and then the upside down flamingo and then the seal and then the other funny thing looks like an x,0
yep got it,1
