UTTERANCE,LABEL
got it,1
okay I have a dog a I dont even know what it is um a prairie dog so I have a dog a prairie dog a crab it looks like a squirrel masquot with like  a mario hat on,0
what on one you said a prairie dog i thought the one standing up but that one looks like the squirrel to me,0
okay so dogs squirrel dogs squirrel crab and then weird fucking shapes,0
looks like a goat,0
well go with it goat,0
okay got it,1
okay i got a teapot iron mountain and propellers,1
got it,1
I got a duck I got a crab I got a raptor and then I got a flamingo,0
got it,1
legless duck flamingo crab um hummingbird,0
duck flamingo crab hummingbird,0
correcto,1
okay I dont know why I said thousand on that oh lets see what do I got here some kind of animal weird shape looks like a crab a fish and then open mouth fish,0
does the first one kind of looks like a ram like a goat with horns,0
yeah its got something sticking out the back of its head looks like a ram yah,0
ok I think I got it,1
a legless duck a flying bird a tail less dragon and a swan with no legs,0
okay got it,1
got me a bunny a goat a whale and an antelope,0
I think I got it,1
wait say that again,0
a birthday cake the big sailboat thats right side up arrow and then sideways sailboat,0
okay got it,1
so you got mountains triangle diamond Abraham Lincoln head and a teepee,0
got it,1
I have werid shapes sticking out of other weird shapes triangle and square candle sailboat,0
got it,1
got it,1
I got a raptor flying bird rooster and then the duck,0
are you sure thats a rooster,0
ya its got a big fluffy butt,0
okay got it,1
I have a duck a flying bird a dragon with out a tail and a crab,0
got it,1
wow look at these people lets see Im a call this slender man and then theres a dragon eating somebody and then theres a woman with a big head sideways and then the guy running down the small man,0
I honestly didnt get any of those could you repeat them Im sorry,0
lets see the first ones upside down the second one is right side up and then the third one is sideways and then the last ones the guy,0
I think I got it,1
a really skinny apple bite out of it a parallelogram a tugboat and a teepee with two doors,0
ok I think I got it,1
I got my turtle my fox my bunny and what should we call this guy,0
it kinda looks like a giraffe in a cage I dont know,1
I have the dog facing down the dog with his mouth open in a very square snout dog with a carrot for a head and this spaceship shoot no,0
ok I got that,0
sorry Im not paying attention to these uh fucking tracking ones at all,1
okay I got a barn without a silo a ramp a weird shape with a square cut out in the middle and a tug boat,0
ok got that,0
I hit done,1
I have christmas tree a weird shape a tugboat and a vase,0
huh youll have to say that again,0
got it,1
got it,1
yeah I was gonna say looks like a buzzard or like a peacock or something with all the feathers behind it,0
yeah peacock,1
I got tetris I got two random shapes I got a weird sailboat and then a weird stingray,1
one looks like a staircase I put that as the third one kind of looks like its going up in this and to the ceiling or something,0
yeah that,0
ok I got that,1
see I got a woman a weird shape a reading and the running man,0
got it,0
you get that,0
yeah I hit done,1
I have a shark with a box on its head sailboat upside down tugboat and sailboat with three sails,0
must be stuck,0
okay got it I wanted to make sure,1
yay I got that right okay I got a skinny vulture fat vulture a swan and then the staircase,0
got it,1
I have the flying bird flamingo upside down flamingo with his head to the right and loch ness,0
okay got it,0
come on pushed it,0
okay I sideways hoof upside down barn,0
got it ,1
dog facing down squirrel on its hind legs crab and then the squirrel with the two triangles connected as the front feet,0
got it,1
gots a boat upside down a windmill and a feather,0
sorry can you say that again,0
got a boat upside down sales windmill and a feather,0
got it,1
a tea kettle a windmill a iron a mountain,0
can you say that again,0
a tea kettle a windmill an iron a mountain,0
got it,1
okay kinky tail fox a stingray and a hand puppet,0
I heard kinky tail something fox can you repeat those please,0
yeah kinky tail fox stingray hand puppet,0
got it,1
flamingo a raptor a swan a crab,0
okay I think are the swans the duck,1
I have a legless duck a flamingo a crab a hummingbird,0
got it ,1
I gots a ram head list dog a fish and open mouth,0
can you repeat those please,0
I gots the ram the headless dog fish and then the open mouth fish,1
the duck the flying bird the dragon the swan,0
can you say that again,0
hang on,0
yeah the duck flying bird dragon this swan,0
ok got it,1
I gots bunny dog whale ram,0
got it,1
birthday cake a sailboat thats right side up the arrow then a sailboat sideways,0
got it,1
mountain triangle diamond Abraham and teepee,1
I have Abraham Lincoln or the avalanche a triangle with the diamond a torch and a sailboat,1
triangle speed boat palm trees sail boat,0
got it,1
I got the barn the shark with a box on its head a teepee and a chevron,0
got it,1
I gots raptor flying rooster duck,1
duck flying bird dragon,1
waiter handkerchief sideways handkerchief triangle arms,0
got it,1
apple parallelogram tug boat teepee with two doors,0
got it,1
turtle fox bunny dog,0
sorry can you repeat those,0
turtle fox bunny dog,0
got it,1
a dog facing down the dog with a fat snout facing left the right side up dog and then the rocket ship,1
barn boat slope bee,0
I was getting a query can you repeat those please,0
barn boat slope bee,0
got it,1
the terrier with the square snout facing right the fox the pinjata and the speckled fox,0
got it,1
tree boat slope pot,0
got it,1
the preacher the square body walking the football kicker and the bird house head,0
got it,1
vulture a sea serpent a turkey vulture an upside down duck,0
got it,1
sail boat tetris um flame barn,0
got it ,1
seventy five I got sea monster raptor flamingo flying,1
I have weird shapes on the preacher the salsa dancer the score triangle torso running,0
got it,1
boat three sail shark two sail,0
can you repeat that,0
boat three sail shark two sail,0
okay so the upside down boat with a square and then the second ones the three sail boat,0
four hundred feet and then theres a shark for the third one and the second last one has two sales,1
the new loch ness monster a monster the skinny crow the fat crow and the swan,0
got it,1
flyin flamingo monster upside down flamingo,0
got it,1
stingray fish shark speckled fox,0
got it,1
house pot sideways pot shark,0
house pot sideways pot shark,0
got it,1
the lady walking guy tipping his hat guy lean back on one leg and a square body,0
got it ,1
lets see sharks serpent fish ram,1
the dude with his legs spread the person with no arms the lady with a handkerchief and a dog person,0
got it,1
ram puppet giraffe shark,1
got the person with the big triangle boob the person upside down with her legs spread the lady walking down and the dude crawling up,0
got it,1
handkerchief sword lady upside down waiter,0
can you say those again please,0
handkerchief sword man lady upside down man,1
the shapes fire hydrant the hammer desk,0
got it ,0
got it,0
