UTTERANCE,LABEL
the house or a boat i guess you could say is a square missing out on the bottom and then the one that has the two triangles on either side of the rectangle and then the third one looks like a speed boat is facing its coming driving straight down now and then the rectangle at the triangle missing on the right,1
got it,1
got it,1
I dont play pokemon but I can go with that,0
yeah I dont either,1
oh shoot,0
beautiful,1
okay I have a sideways little sailboat I have the big sailboat holy shit what is going on here this might be a sailboat as well but it has three sails on it and its sideways and then whatever this last animal is at the bottom,0
so you have the small sailboat the with two sails the one with three sails then the seal at the bottom,0
yes sir,0
alrighty got it,1
woman in a dress with her arms up the biggest one the guy running I got the house at the chimney and a little shed in front and then the square body guy with his head on the right side,0
done,1
got it,1
I believe I got that,1
got it,1
got it,1
got it,1
got it,1
got it,1
fetal position upside down splits slipping backwards one leg up and then square body,0
nice and easy,1
ok I have a person with a hand up like hes saying stop I have a giant blurry person with a triangle chest I have like an upside down person with a weird arm and then I have this huge figure that I dont know whats going on there I see a head somewhere,0
got it,1
upside down candle boot christmas tree avalanche,0
got it,1
k I have a bunny I have a baseball diamond is what weve been calling it and shit I cant tell this picture is okay the third one I have like a animal on two legs the two legs look like theyre on the left side and the bottom one I cant tell what this picture is so whatevers left,0
is your bottom one like the pokemon thing with the ear coming back and its like slightly less abstract than the third,0
Im sorry say that again I was doing a query and I messed it all up {LG},0
I think I got it {BR},1
alrighty,1
all good I got it,1
the first one is a square with four different abstract shapes originating from every point and I have a dog looking down with the diamond tail on the right dog standing on its hind legs the weird head then a fish,1
got it,1
upside down duck bird flying turkey with its head down seal,0
got it,1
got it parallel sweep,1
thumb tack boat triangle next to a rhombus sailboat on its side,0
thumb tack boat the third one is the triangle next to the square thats been rotated and then the last one is the sailboat on its side or you could say an elongated trapezoid with two triangles on the right side,0
okay got it,1
yes bottomline is definitely a squirrel looking thing so yeah,0
alright I got,1
got a duck a big turkey bird flying a small turkey,0
nice,0
