UTTERANCE,LABEL
ok ive got a hoof print i have an upside down sailboat i have a house and then i have a sideways sailboat,0
got it,1
okay I got a dog with tail up I got a goat i got a crab and then I have a squirrel,0
um is the goat you said ones a goat and ones a dog I dont know which one those are which ones sideways,0
the second one sideways the dogs got a square face the goat has a diamond for a face,0
ok I got it,1
okay I have an upside down sailboat ive the other boat I have the indian face and then I have the bunch of little triangles,0
got it,1
got a teapot an iron upside down mountain and then the indian face,0
perfect,1
okay I have a cat that sideways like crawling upward then I have like a baseball diamond thats what I call with home plate on the bottom right corner underneath that wow what is this it looks like theres a diamond head on the right side and then he has a tail on the left side is like two legs I have no idea what creature it is though and then underneath that is something else,0
got it,1
gotta duck I got a crab I gotta uh raptor and then a flamingo,0
got it,1
rubber ducky flamingo crab and then flying bird with big wings,0
got it,1
I got a ram the crab a fish and then a fish with the open mouth,0
it was ram what in fish and fish with open mouth Im sorry Im messing this up,0
yeah ram and then it looks like a crab,0
back my push to talk was messing up I think I got this I think I got it lets go,0
okay,1
I dont know I think I skipped your turn I guess swan I got a dragon I gotta parachute a duck and then a flying bird,0
got it,1
twenty nine hundred feet okay I got a bunny I got a dog I got a a ram question mark and then I have like a a whale or something at the bottom,0
got it,1
got a arrow a boat sideways boat and then a cake and then a sailboat,0
got it,1
feet fifteen minutes okay upside down mountain and I have the right setup mountain with the triangles in it Ive Abraham Lincoln than I have the triangle in the diamond,0
got it,1
as the rocket ship sailboat avalanche triangle diamond,0
avalanche it like the best description for that Ive heard yet got it,1
okay I have the palm tree I have a triangle I have a like speed boat and then I have a sideways sailboat,0
got it,1
I have arrow a shark a tepee and a house,0
got it,1
okay I have an upside down a duck with two little feet and I have upside down raptor a flying bird going down then I have a rooster,0
got it,1
I got a duck a crab a dragon and then a bird flying big bird,0
done,1
okay I have an upside down person have a sideways big person I have a like flying little guy and have a lady standing up with like a triangle hand,0
got it,1
I got an apple I got a teepee I gotta sailboat or two boat and then a parallelogram,0
we gots that,1
turtle fox bunny dog going downward,0
got it ,1
got the ram I got the fish I got a dog in and I got a bigger ram,0
I think I got that I dont really see a ram on the one is the one like the same picture but ones like bigger and sideways at the bottom,0
the first one sideways because thats the small one the bigger ones standing straight up,0
yeah I messed up that scription but yeah I got it,1
okay I have like a slope shaped thing then I have a weird boat with like a arrow pointing straight up in it then I have this like point bravo okay then I have this thing that looks like a stove but really looks like the letter b theres like a white diamond in the middle of it I have this big blob at the bottom,0
got it,1
oh we got a llama got a laying down creature standing creature and a dog,0
got it,1
half a christmas tree a pot a trapezoid and then the weird boat thing with a arrow pointing up,1
to got the arrowhead in the square body the praying guy and the kicking guy,0
beautiful,1
I cant remember its my turn but Ill go I have a crow I have an upside down duck with two little feet loch ness monster and the big triangle hump creature,0
got it,1
got a tetris I got the one sailboat the three sailboat and then the home plate,0
got it,1
flamingo upside down weird new looking loch ness monster that I have a flying bird going down and then I have this other bird like a triangle foot at the bottom,0
got it,1
so I got a dancing lady a crouching wearying person are running guy,0
I got that,1
I got a sideways sailboat I have an upside down boat without sails and I have a sideways sailboat with three sails three sails and the fourth one its like a what was a called a shark thing I dont know,0
got it,1
got a skinny vulture a fat vulture a swan and the loch ness ,0
done,1
loch ness monster upside down flamingo sideways flamingo flying bird,0
got it,1
open mouth fish laying down fox home plate and then this fish swimming down,0
got it,1
