UTTERANCE,LABEL
got it,1
got it,1
all right my first one is the triangle with two pieces missing and then the apple and then the steamboat and then the spider looking thing,0
got it,1
got it,1
got it,1
got it,1
okay my first one is the sideways sailboat then the upside down windmill the birthday cake thumbtack,0
yep,0
got it,1
yeah,1
got it,1
got it,1
yeah got,1
okay I got,1
got it,1
got it,1
got it,1
got it,0
seventy percent,1
got it,1
alright my first one looks like a dog kind of like rearing down with its head in the air then the bunny laying down and then the uh house in between two triangles and then the weird other shape kind of looks like an animal,0
got it,1
uh what was your second one,0
the second one is the one with the arrow and its facing down,0
alright now I got,1
got it,1
got it ,1
okay,0
I got,1
got it,1
got it,1
okay my first one is the sideways bridge with the two gaps missing then a long vase you could say then my next one is a spider and then the arrow facing left,0
got it,1
got it,1
got it,0
got it,1
I got the iron then the shark then the sailboat and then the Eiffel Tower,0
got it,1
first one is the sailboat upright break sailboat with the two sails on the right then the crab then the scissors,0
got it,1
I got the house then the sailboat then the nine the shark,0
got it,1
first one is the hammer the shark the triangle with the m cut out and then the upside down windmill,0
got it,1
all right i got the rewind button then the arrow double sided then the number nine then the windmill,0
got it,1
first one is the trapezoid second is a parallelogram a mountain or the cave and then the weird look the stripes and the speckles at the top left and bottom right,0
got it,1
got the arrow pointing left then the diamond then the upside down palm tree and then the steamboat,0
got it,1
first one is the weird looking dog what this head on the left in it and its tail is on the left then his head is on the right then I have the dog with two square snout and a stingray and then the dog looks like hes barking,0
does the first dog you have have like a flat front foot,0
yeah and this yeah and this head is kind of like going down,0
yeah I think I got it,1
alright I got the  whale then the dog with two front legs than me rocket ship and then the weird shape,0
got it,1
the first one is a factory second is the triangle body guy then the third is the big triangle body guy my last was a guy with the long arms,1
I got the sideways house then the right ways up  house then the nine then the deer track,0
got it,1
first one is the letter c second is upside down palm tree third is upside down sailboat and then my last one is the vase,1
first one is the upside down snake then the upside down rooster the fat weighs one and then the last one is a weird looking shape,0
got it,1
I got the house of the tree than the bowl than the wind mill then the sailboat,0
got it,1
