UTTERANCE,LABEL
I have a hoofprint a sailboat upside down a house with a tree and then sideways sailboat,0
got it,1
a dog with a box now facing left the dog facing down a crab in the square on its hind legs,0
got it,1
I have a houseboat a sailboat um an indian guy and triangles,0
got it,1
a tea kettle an iron mountain and the indian,0
got it,1
I dont know if its my turn or not,0
oh I have a dog with like a weird tail or head Im not sure which one fox a stingray and a hand puppet,0
got it,1
I have a sideways flamingo um a sideways chicken a sideways duck and a crab,0
got it,1
a duck a bird a crab and a flamingo,0
got it,1
I have a unicorn looking thing a fish um an upside down guy wearing a triangle hat and a dog looking back,0
some people say this is a dog with its head cut off,0
okay can you repeat those please,0
yeah my first one I say a unicorn or donkey thing people say ram than a fish and then the triangle guy and then the dog with its head cut off its like I dont know I dont know how to describe it its like its neck its super long and that its cut off and then its tail is like a little square thing,0
is the third thing could also be like a fish is like an arrow pointing down on most of the triangle tale,0
yeah I forgot that people call it that,0
ok I think I got it,1
I have a swan a dragon a duck and a flying bird,0
got it,1
I have a dog running down a bunny a donkey unicorn looking thing again and a whale,0
got it,1
an arrow a boat thats sideways a birthday cake and a right side up sailboat,0
got it,1
I have a mountain triangle square triangle with shape cut out two triangles cut out of it and then a plant,0
got it,1
the torch a sailboat Abraham Lincoln triangle and square,0
got it,1
I have a palm tree triangles speed boat and then a sailboat,0
can you repeat those please,0
a hoo why did I say a hoo a palm tree a triangle a speed boat and a sailboat,0
got it,1
I have a chevron a shark with a box on its head a triangle with a shaped cut out and the house with the tree,0
got it,1
I have a chicken an upside down chicken I have a duck I have a flying bird and a rooster,0
did you say chicken duck flying bird,0
yes,0
got it,1
I have a duck a crab a dragon and a flying bird,1
I have an upside down server I have a handkerchief lady sideways that guy falling out of the plane and then I have regular handkerchief lady,0
got it,1
I have an apple a teepee with two doors a tugboat and a parallelogram,0
got it,1
turtle a fox sorry I dont think its my turn a turtle fox a rabbit and then a dog,0
I got it but I dint know how you see dog for that last one,0
hang on,0
its snout is kind of like pointing to the right like that triangle cut out and its ears flopping behind it and then have something coming out of its forehead about all the rest is maybe its other ear,0
thats pushing it but Im done,1
I have a dog running down I have dog with its mouth open the square nose facing the left and they have another dog acing the let to put his ears are up and then a rocketship,0
got it,1
a barn a steamboat a ramp and a capital be,0
got it,1
dog that cat a llama looking thing and a cat sitting down and has spots in it,1
I have a tree a steamboat a shape and a vase,0
got it,1
I have guy reading a book hes lying down I have guy walking downward guy kicking and cry,1
a crow loch ness a peacock and a swan or duck,0
the first two can you repeat those a smaller one on top for the second one,0
the first one is like a crow and its heads facing up and the smaller one is second and looks like a loch ness monster,0
ok got it,1
I have a boat tetris um another boat with one sail and a house my speakers stuck,1
loch ness a little bird a swan no not a swan a peacock and a flying bird,0
oh okay,1
whoops um okay i hae a pacman looking guy with a bunch o other unnecessary shapes and then a guy reading a book looking down salsa dancing girl and triangle guy,0
got it,1
I have a boat thats upside down with a square on it the three sailed sailboat the shark with a bow on its head and the two sail sailboat,0
got it,1
I have an upside down submarine kinda looks like the loch ness monster um a skinny grow fatter crow and a swan,0
got it,1
I have a flying bird a flamingo loch nest and an upside down flamingo,0
got it,1
got it,1
a house a rightside up vase a sidewsays vase and a shark with a box on its head,1
I have my code I dont know to describe this one ever shes the woman going up for it and a dress I think people are lady in a dress am the server guy the guy taking a big step and then the guy walking upright hold on,0
did you get all that,0
got it,0
ok lets pray my button works this time so I have a sailboat with two sails facing right a hoof print a upside down sailboat and a barn ,0
I got it ,1
got it,1
I have a tugboat a upside down sailboat a windmill and um triangles,0
oh my god mine are in the same order,0
oh my gosh,1
I have a teapot a windmill an iron and a mountain,0
got it,1
I have a weird an animal with like a weird tale its kinda like bushy and curls under a fox a stingray and then a hand puppet,0
got it,1
I have a flamingo um a road runner chicken thing with a tail a duck and a turtle,0
got it,1
whoops I pushed done uh I have a duck  a hummingbird a crab or turtle and a flamingo,0
got it,1
I have a ram a fish um the guy I call him an upside down guy with the triangle hat on but some people call a fish the arrow fish pointing down and then a dog with its head cut off,0
got it,1
I have a swan a dragon a duck a flying bird,0
got it,1
I have a dog um a bunny a ram and an upside down whale,0
got you,1
I got it,1
I have a mountain a triangle square regular triangle with an m cut out and then a plant,0
got it,1
I have a palm tree a triangle a speedboat and a sailboat,0
got it,1
chevron shark with a box on its head a tepee and house,0
got it,1
I have a chicken ok I have an upside down chicken with a tail I have an upside down duck I have sideways flying bird and I have a rooster,0
gots it uh oh,1
but the talk button got stuck again ok I have a duck a crab a dragon a flying bird,0
got it,1
I have an upside down server I have a sideways um lady in a dress like handkerchief lady or whatever falling and then regular um handkerchief lady,0
got it,1
I have an apple a teepee a tugboat and a parallelogram,0
got it,1
I have a cat a bunny a turtle and that line with shapes coming out of it,0
got it,1
I have a dog chasing down a rocket ship a square mouth dog facing left and then a regular dog with two legs,0
got it,1
I have a baseball home plate um a slope a stove and then a boat,1
I have a llama a freckled fox a regular fox and a terrier,0
got it,1
I have a christmas tree um parallelogram facing up I guess um a boat and then a pot,0
got it,1
I have bird house head square body bruh preacher and football bruh,0
Im confused can you repeat that,0
yeah I have the person with the bird house head the,0
the square bodied person the preacher and then the kicking a football person,0
ok I got it,1
i have a big bird like a huge bird and then a vulture facing upward an upside down duck and a lochness sea monster,0
got em,1
I have a tetra shape a two shape thing a sailboat and a barn,0
got it,1
i have a big chicken um an upside down flamingo a lochness sea monster or a submarine and a flying bird,0
got it,1
I have the lady salsa dancing I have the person with two triangles coming out of him I have a person reading a bible or book if they dont believe in it and I have a triangle body person running up,0
got it,1
I have um the shark head thing a sideways sail boat an upside down boat with a square oh and then a sideways sailboat with three sails the second one only has two sails,0
got it,1
I have a skinny crow a fat crow a swan and the submarine,0
got it,1
I have a flying bird once again I have an upside down flamingo I have a sideways flamingo and I have the sea monster,0
got it,1
I got a shark a frame and the fish,0
got it,1
I have a pot a shark a sideways pot and house,0
got it,1
i have the dude lean back on one leg lady walking up square body person and the gentleman tipping his hat,1
I have a shark as you call it um a sea monster a ram and a rocket ship,1
I have the legs spread person the dog person the handkerchief lady and the dead person,0
got it,0
