UTTERANCE,LABEL
my last one looks like a woman holding a handkerchief,0
ok I think I got it,0
whats the whats the third one,0
I dont know what it looks like thats not quite how Id describe the but the third one just looks like shapes theres a giant theres a square on the bottom and a rhombus to the r on this yeah around promised to us,0
ok I got it,1
oh its changing in my percents on me how dare she  upside down boat as a speed boat the snowman a triangle,1
for some reason it looks like a llama most call a llama,0
the lochness a fish the  rocket and a dog,1
ok,1
I got it ok,1
you said it looks like a llama I think it looks like a Batman mask or something like that I could just how batman on the mind but yeah that ones first and then its the guy kicking and then its the girl in dress and then its the person doing splits upside down,1
got it,1
avalanche triangle a diamond  a turtle and a seal,0
okay got it,1
me I got arrows a house a hammer oh snap this house has a tree,1
which house has the arrow on the left,0
the last one,0
ok got it,1
got it,1
alright I have the waiter the person with triangle arms running and then the triangle bodied person and then the handkerchief holden lady,1
got it,0
yeah I got it,0
is a big crab somebody on their knees triangle and Batman,1
America,0
for the boat the pipe the the big,0
a rupee and a furry,0
antelope got a big head in a ram a fish with a mouth open and my aunt armadillo,1
all right i dont think i have this foot maybe,0
well tell me what you got and dont get done,0
I have the the the first one is the it kind of looks like a dog has a rhombus tail and the trap guy trapezoid had two left and then the next one looks like the ram I guess and then the fish and the last one looks like a cat,0
does your cat got a pointy um chest,0
ok I got it,1
got a seal an arrow a pine tree in an avalanche,0
got it,1
got it,0
I got a hummingbird a duck a vulture and a flamingo,0
got it,1
all right i got the half christmas tree the snowman the boat and then the arch with two missing,0
got it,0
I got a foot a house a windmill on wth,1
right I got upright triangle body upside down triangle body kicker and then the dancing dress lady,1
got it,0
got fish going up crab ram fish going,1
all right i got the um upside down mountains the unfinished desk the upright triangle and then the shapes,0
looks like a sailboat got it,1
a dog fish a bunny and a whale,0
okay,1
I got the jug half christmas tree crabs feed speedboat,0
got it,1
stingray serpent bunny fish,0
got it,1
is the third one look like its catching a triangle,1
um the I thought I got that right from the third one it just looks like them it doesnt look like hes catching a triangle I think the second one looks more like hes catching the triangle like handing the triangle over,1
but which one has a tail,0
the second one,0
I got it then,1
okay got mountains a rocket ship the house and a stingray or home plate,0
got it,1
I got the guy laying coffin upside down triangle bodied normal triangle bodied and then the fetal position,0
got it,1
sail triangle apple steamboat,0
got it,1
got,1
I got a vase a pipe apple and a bridge,0
got it,1
okay I got upside down triangle body right side up triangle body dress and then the waiter with the tail,0
got it let go,0
