UTTERANCE,LABEL
I got a boat upside down mountain Eiffel Tower and then the sideways sailboat,0
got it,1
turkey giant triangle bird upside down road runner last one,0
got it,0
sideways sailboat triangle sailboat and then crab looking thing,1
got it,0
house bull sailboat upside down boat,1
got it,0
a sword looking thing uh the two triangles are in the upper left and then the same sword bottom left the two triangles and then the diamond slanted figure and then the speed boat,0
got it,1
giant turkey little turkey flamingo flying bird,0
got it,0
bridge with the shapes taken out of it a boat with the square taken out and then the same image for the third one but it its going up and then apple,0
got it,0
pokemon thing with the big ears then the dog with the flat head then the rabbit and then the dog on its hind legs,0
got it,1
I got the triangle and the square the iron the christmas tree and then the windmill,0
got it,1
got the turkey the upside down falcon the sideways falcon and then the flying bird,0
got it,1
triangle and square the bird um the house of the long chimney and then the four shapes,1
the bunny sitting down bunny standing the loch ness monster looking thing and then the abstract little animal it has a parallelogram for the tail,0
she was sitting down and then the one laying down,0
the first ones laying down then the second ones sitting or like you know on its hind legs,0
okay I got it,1
sailboat sea triangle pipe,1
snake with the two humps the turkey a x looking thing and then the seal,0
got it,1
the pokemon thing with the big ears the rabbit sitting down the animal on its hind legs then the x,0
got it,1
turkey bird with wings spread triangle bird and then the square,0
got it,0
squirrel really fat whale bird flying straight down pokemon,1
does your last one have a like triangle um in the bottom left corner,0
sorta like a ront leg that ends in a point,0
is the last one like the triangle as the head facing right or let,0
I guess let its the one that has like the long ears and the two pointy legs,0
point alpha,0
i got it,1
all right i got the rocket ship going down rocket ship going right the fox and then the last one,0
got it,1
Ive got the sombrero the speed boat the collection of shapes then the triangle,0
a man holding a triangle a person kneeling upside down a big triangle man and then the little triangle man with the legs spread,0
got it,1
speedboat palm tree with the leaves in the bottom left comb houseboat,1
got it,0
pipe a boat with square missing the rectangle looking thing with the triangle missing and then the comb,0
got it,1
bird flying down loch ness monster squirrel whale,0
got it,1
square uh bird with wings spread falcon and then the flamingo,0
got it,1
dog leaning over with the triangle guy with a leg coming out of the top woman in the dress holding a triangle then the arrow,0
got it,0
bird with wings spread upside down flamingo the seal and then the llama,1
got it,1
speedboat with a tall tower on the back same shape but its on its side um fat whale praying mantis or kangaroo,1
got the cliff with the shapes falling down the sailboat the construction sign lookin thing and then the seal,0
flamingo monster swan bird flying,0
got it,1
got the dog with the four legs heads on the right the abstract looking animal with the parallelogram as the tail and then the third one has the square on the left and a triangle on the bottom right and then the last one the dog looking thing its goin down,0
