UTTERANCE,LABEL
so I have the giraffe the shark looking thing then the upside down arrow but it has a square on the top of it and the last ones the arrow with the triangle on top,0
got it,1
first one is the letter b and then the vase the sailboat then the cat looking head,1
I have the triangle then the rectangle with the triangle missing and then the sailboat and then the bridge,1
got it,0
first one is the one with the arrow going up then I have the the bridge then the boat with the little point in the middle and then the saw,1
first ones the upside down windmill then the vase and then the boat and then the cliffs with the stuff falling,1
got it,0
first one is the weird looking monster or the boat second is the lhama the third is the rat and then my last one is the rocket ship flying down,1
got it,1
got it,1
my first one is the parallelogram second is the wide vase then third is the skinny vase then my last one is a sailboat,1
got it,1
so my first ones the speed boat the second ones the vase third one is the bridge and the last ones the boat with all the stuff on it,1
got it,1
gotcha,1
my first one is a dog with his head his head is at the bottom the bottom second is the real looking dog with two pointy legs third is the dog the regular dog upright and then the last one is a weird looking dog with like a it has three legs three triangles for legs,1
gotcha,0
so my first one is the lady dancing in a dress second one is a zoomed in guy running and then the third one the triangle guy dancing and then the last one its the sideways one holding a triangle,1
got it,0
got it,1
so I have the upside down mountain the candle the construction sign and then the upside down animal looking thing,1
the first one is the big giant square second is the candle third is the cat with the speckles and my last one is a cat on its hind legs ,1
got it,0
so I got the speed boat the rectangle with the triangle missing then the c and then the factory looking boat,1
got it,0
first one is the rocket ship flying down second is a squirrel third is the weird looking dog with the three triangles for its legs then last is a turtle ,1
gotcha,1
first one is the triangle second is the palm tree or the sword with the handle in the upper the top left second is a speedboat third is I mean last third is the speedboat last is the pipe,1
got it,1
one second,1
okay I got the um big triangle bird and then the sideways falcon then the duck with no feet and then the um weird looking shape there is a two triangles on either side,1
got it,1
the second one the dogs got a square snout right,0
yeah and then his tail was like a parallelogram and its going straight up,0
gotcha,1
got it,1
first one is the rocket ship go flake flying right then the cat on his hind legs then the weird looking dog with a square head and then the one with the arrow facing down,0
got it,1
so I have the dog with its going down the square snout and then the whale and then the gazelle looking thing its got a triangle its got the three triangle feet and then the tail as a triangle and then the last one has a square face but it has a parallelogram for its tail and its like up straight,1
got it,1
okay my first one is the the house with the long chimney the second is the sailboat third is the thumbtack and my last one is the house with the tree on her left,1
gotcha,1
so my first one is the road runner second one is the big triangle bird third is upside down flamingo and the last ones the seal,1
first one is the the boot looking thing then the seal the upside down candle and the upside down bird,1
got it,0
alright so I have the house the sailboat its sideways and then the other sailboat thats sideways but it only has one sail and then the last ones the normal looking sailboat,1
my first is a christmas tree then the pair of scissors the trapezoid and then the vase,1
first one is the guy doing the splits second ones he hes lying down third he has his arms out and then the last ones the lady,1
first ones the vulture second is the bird with his wings spread apart third is the upside down duck with two feet and then the last one is upside down swan,1
alright I got the apple the triangle the barn and then the boat with the square taken out of it,0
got it,1
got the hammer the house the double sided arrow and then the sailboat,1
got it,0
got the vase eiffel tower boat upside down and then the line,0
got it,1
first one is the abstract looking shape then the llama then the squirrel or the rat and then the giant x,1
got it,0
okay I got the upside down duck the same duck as the first one but its going down and then the square duck and then the um stuck with the two feet,1
first one is the steamboat second one is the steamboat but it has the giant or the skinny stack on the on the right side then I have the apple then i have the yacht,1
uh did you say your first one was a speedboat,0
alright I got it,1
okay I got the abstract um little thing with the rectangle taken out of it the upside down duck um the third one just like the second one but its sideways and then the last ones the upside down little duck,0
got it,1
first one is the bird with a triangle wings then I have the flamingo then the giant x and then a triangle body bird,0
got it,1
okay got the key the sideways sailboat the sword and then the rectangle the triangle taken out of it,0
got it,1
got it,1
okay I got the the big a triangle bird standing up and then the second one just like the first but its upward third ones the turkey and the last ones the seal,1
got it,0
my first one is the triangle with the junk coming out of the left then I have the house and then it kind of looks like a boot or a house with the roof at the top of the steps going up and then I have the sailboat,1
first one is a sideways swan then I have the vulture or the falcon then the upside down swan and then a snake,0
got it,1
got the arrow pointing down the dog the square without and then the giraffe looking stick figure,0
got it,1
first one is abstract then I have the snake then I have the x and then I have the dog,0
got it,1
got it,1
