UTTERANCE,LABEL
good morning,0
hello Joe I have shapes to tell you of first shape to tell you of is a woman laying on her back then there is a running man upside down and there is a running man right side up then there is a running man doing the splits,1
yeah the running man is a little out of style but I got it,0
nah man dont you remember the running man challenge it came back ,0
thats right yeah,1
it was like a whole different running man but still,1
got it,0
okay so I got um the crab and then beneath that its a ram then beneath that its a doggie and its got a head and tail and three legs and then the last one only has three legs and looks like hes lifting one up to pee,1
did you say whores head,1
yes and she has a horse face,1
its excellent form of cubism,0
all right so maybe we did that wrong,1
they do look like theyre kissing its-- its pretty cute,0
all right so i got this secret skeleton key that unlocks this jug but when you open up its a crab and he knows how to drive a speedboat,1
hollywood just keeps on doing the same old story,1
could the third one also be construed as a stork or a pelican,1
all right i think i think i got it i dont know,1
okay so i got the teapot and then the sailboat with the touching triangles and then the triangle square and then the sailboat with in the non touching triangles,1
does the fourth one look like the sombrero hat with nachos,1
were cool then,1
its the lazy bird,0
all right so I have this Russian and he just got promoted to private on his birthday but hes an astronaut so theyre going to put them in a rocket,1
wow thats crazy,1
yeah,1
yep yep,0
dude this thing right here thats happening is literally crazy so theres this guy bending over and hes like hey madame would you like a triangle and she takes the triangle and then realizes that that is not a triangle at all that is a hot pocket and that is disgusting so she runs away but then theres this guy upside down running towards her on the ceiling to take the triangle,1
ok does the third one look like a person,1
a classic story of a bony o in julie cat,0
yeah man {LG},1
yeah yeah missed opportunities,1
got it,1
its not about the size of the triangle its how you use it,1
the premise for the new justice league movie,0
yeah,0
got it,1
all right your your first upside down guy he had uh he was doing the splits right,0
yeah maine,0
and then your last upside down guy hes got the arrow hes pointing over to the to the left,1
yeah,1
got it,1
yo I got that giraffe that turtle that running dog and then some big stupid thing,0
well I dont see your picture on here but I think I think I know what youre talking,0
dude,1
got it,1
theyre bangs wait bungs bungs thats the one,0
thats right I love bungs thats what it was,1
alright and then I have the rubber ducky and then the squatting camel then kiss from a rose and then the crow,1
got it,0
I got upside down rooster I have a kiss from a rose looking up I have an upside down swan and then I have a regular kiss from a rose,1
alright I got it,0
alright I have the rubber duck kiss from a rose flying upside down chicken and then the upside down flamingo,1
yo I got a dragon I got upside down swan I have uh sideways swan and then whatever that last thing is maybe a peacock,1
its definitely not an ostrich uh they have longer legs than that i think its a peacock that got hit by a car but survived,1
oh,0
um yeah i got it,1
yeah I have those,0
alright i got the shark the fox the fish and then the rocket ship,1
cool,1
I got all of them in the corresponding position,1
all right i got the lady in dress the triangle body guy the mermaid thats upside down and then the last one,1
its eerily similar,0
cool I got it,1
sorry about that I had one of those queries i got a crab i got a turtle ok now i have two stupid looking dogs uh one the third one has three legs and the fourth one has two legs,1
I dont know if thats a third leg or not but yeah I got it,1
i almost said that but then i was like nah im going to be im above that im going to be classy,1
cool,1
ok I think I got it,0
do you think or do you know,0
mm mmm,1
cool click done,0
okay I have the house the rhombus and trapezoid the arrow and then the rusky,1
got it i think its pronounced rusky,1
all right i got one right and yes i have all those,1
we aint lagging on dragons in here,0
got it,1
i got the pipe i got a sailboat i got the another boat perhaps a yacht and then a bridge,1
okay,0
all right i got the upside down sailboat the three sailed sailboat the abraham lincoln and then the non racial termed russian man,1
perfect,0
I have a turtle I have a fox I have a squirrel and a fish,1
girl I got yo squirrel and fish,1
alright um I got the birthday cake the house with no features the house with an arrow tree and then the triangle with a bunch of shapes,1
mhm,1
all right i got a bird and then a bird and then a bird and then a bird,0
was it four birds,0
yeah,0
alright do they all have beaks,0
yeah all right so the first one is the rubber ducky with no feet then its the swan and then its a bird flying up and then its the bird flying across,1
okay but theyre all birds still right,0
some could say theyre bird depends where you squint your eyes,1
thats racist squintinized joke thats racist ok so I got an arrow got a pipe a boat and a pot,1
I have all of those,0
all right i got the ramp the scissors the boat with triangles and then the upside down sailboat,1
got it,0
I have a houseboat a hammer eight and a sideways pot,1
I have all those including the pots,0
ok so the first one is the rabbit running down and then it looks like a kitty thats on its haunches and then its a rabbit running to the left and then its a schnauzer facing down,1
got it,1
I have a I have crab I have crow I have swan and flying bird,1
youre going to want to get your crabs checked out but I have all of those,1
all right i have the apple then the upside down apple and then the speedboat and then the rhombus,1
I have a a a vertical boat a capital b a horizontal boat something looking like a microscope,1
I like the microscope and I think I know another capital b whos listening in on this conversation and is sending us questions,1
thats rude,0
im speaking of j t if you didnt get this subtle hints but yeah yeah i have all those,1
all right i got the upside down guy with the splits and then i have the guy whos like flying upward and then i have the lady in the dress and then i have the whole makes that like the shapes and blah blah blah blah,1
all right i have seal and crab and flamingo and hummingbird,0
I have those,1
