UTTERANCE,LABEL
alright Joe bow lets get it I have a triangle I have a tringle with two cut outs I have a slope and then I have a waird shape with like a white triangle in it or white diamond,1
I got you homie,1
oh okay I have a flying bird going to the right I have a flying bird going up I have a seal and I have a flamingo,1
yeah sorry I might push to talk was stuck last time,0
okay I got a crab a flying bird a flamingo and then a seal,0
got it,1
I have an apple an x a parallelogram with the end cut off and then a key,0
got it girl,1
all right so i got the uh fox and then the tornado and then the diamond tail shape and then the a weird looking one oh wait looks like a schnauzer,0
got it,1
I have a bird with the triangle foot I have a bird with a weird neck I have a duck upside down with two feet and a crap,0
you have crabs,1
alright I have the trapezoid the pentagon the speedboat and then the mess of shapes,0
can you repeat that please,0
I got the trapezoid the speed boat and then the mess of shapes,1
okay Ive a person thats leaning over with a handkerchief facing down I have someone in the fetal position I have a person riding a bike and then I have a square guy facing down,0
yep I got that,1
all right upside down speedboat hexagon uh triangles on top of a boat and then the steamboat,1
Ive the loch ness monster upside down like a big weird virsion I have a rooster a bird with two big triangle wings and a skinny crow,0
heard that,1
I have a hexagon an apple a boat and then a bee,1
got it,0
I have a pipe a bridge a weird crab with the head and then um um a boat,1
got it,0
all right i have the guy flying upward the girl in then dress the person mermaid reading and then the person with the fat arm,1
got it,0
Ive a the girl in the dress the person holding a bell the person reading upside down and then the triangle guy with his legs spread apart,1
got it,0
Im so sorry I messed that one up,0
its all good Im going to miss this next one I got the rabbit the camel the fox with a triangle tail and then some random shape,0
got it,1
an unfinished desk a flower vase upside down plant and then a sailboat,1
ok,0
all right i got the fish upside down triangle tail then i have the shark swimming up than the llama and then the upside down rocket ship has a diamond,1
you got it dude,1
Ive got an upside down boat a sideways boat was like really jacked up sales and then a hammer and then the weird thing shapes,1
all right i got the pipe the christmas tree the trapezoid in and the shapes,0
got it,1
I have a tornado looking thing a weird dog with a really long diamond tail and then I have the terrier no weird schnauzer looking one and then I like this looks like a cat who is like freaking out with like its the hair on end,1
he got that meow,0
okay okay I got the speed boat the elongated hexagon from right to left and then I got the bigger hexagon thats just like a giant block and then the apple,1
got it,0
Ive got the really fat arm I have a oh god I have okay so my next year the same aesthetic thing but this the first the second one I have this fat arm and then the second picture oh god hold on,1
here I got you its going to be the the second one is this square head towards the bottom then the third one is a square head towards the top and the guy laying down,1
yes thats what I had thanks,0
Id just like to point out that its a miracle I got that last one correct anyways I have a bear a ram the loch ness monster and then a fox sitting,1
gotcha homie,0
all right and thats the first one i have is a swan then of flying bird and then its a bird with a long tail and then its the two triangle wings,1
gotcha,0
alright I have the trapezoid but the long ends up top upside down apple sideways half christmas tree and then that the weird shaped elongated whatever,0
I got you,1
