UTTERANCE,LABEL
okay I have a dog his nose facing the right I have a cat I have a squirrel on its hind legs and I have a stingray,0
got it,1
Ive the dog upside down with to two feet then the x and then the roadrunner and then the bird with like the triangle body,0
got it,1
I have a speedboat I have like a microscope I have a bridge and then I have a triangle thing thats not actually a triangle,1
wait what was your second and third,0
its like a microscope like the thing I dont even know if thats the right word to use for it um if you look at it side sideways it kinda looks like a mountain with a door cut out i dont know if that helps and then my third one its like a triangle but with the top part cut off its like a flat kind of looks like a little arc bridge thing,0
okay I got it,1
I have the person with the square body and then the person riding a bike and the persons fetal position and the person in like but there are ways and theyre holding a triangle,1
got it,0
I have an eraser I have a sailboat thing thats not really a sailboat it has two triangles coming out of it but theyre not really connecting to the boat and then I have a boat with an arrow coming out of it it has more stuff on it and then my last one is an upside down sailboat with two sails,0
I got it,1
Ive the raptor looking thing or whatever and then the loch ness monster and then the vulture and then the rooster,1
got it,0
Ive the I guess an eraser the iphone apple its upside down the bow and the letter b,0
got it,1
I have a pipe a bridge a spider and then a boat,0
got it,1
the person on the slip n slide the lady in the dress the person on their knees reading a book then a person kind of looks theyre like dancing ane theyre on their one tiptoe,0
got it,1
I have lady in a dress guy reading a book with a triangle in his hand um guy upside down kneeling and then guy upside down with his legs spread open,1
got it,0
the rabbit then the camel and the squirrel and the like dog thing,1
does your dog thing kind of have a square facing the left and then a diamond pointing up,0
yeah,0
okay got it,1
I have hold on,0
I have a desk a pot um a plant and then a sailboat,1
okay I got it,0
Ive the arrow pointing down and the fish then the llama and then the like spaceship thing,0
got it,1
I have an upside down boat I have a sideways boat with a triangle coming out of it um a hammer slash ax and then my last one is the avalanche of shapes,0
got it,1
I have the mountain that then the cone or the saw and then a pipe then the like rectangle with a triangle cut out of it,0
got it,1
I have a stingray I have a okay I have a stingray and then Im going to have three dogs actually my last ones a cat okay so my second one its the dog with its tail kind of straight up like its scared its no its nose is pointing downward my third one has three legs the back one kind of looks like a human leg and its tails facing more forward and then my last one its kind of like a scared cat it has like a hunch in its back,0
I got it,0
I have the boat then the eraser and the baseball diamond and an apple,0
got it,1
I have guy dancing on one tiptoe I have a guy with his hand in the air saying stop I have guy racing a race car and then I have a guy laying in a coffin,0
okay I think I got,1
I have the ram and then the bear then the cat then the loch ness monster thing,0
got it,1
I have bird fly big bird flying upward a sideways road runner the dragon and then the swan,1
I have the rectangle with the triangle cut out of it the saw the apple and then the eraser,0
got it,1
I have the speedboat pointing down and then the bridge and then the pipe and then a speadboat pointing up,1
Ive the dog like the normal dog and then the loch ness monster thing and then the dog whatever its like standing on one leg and then the bear,1
I have triangle with shapes cut out a sailboat a coat hanger and a house with a arrow chimney,0
your coat hanger kind of like look like the Eiffel Tower,0
yes it does,0
okay I got it,1
i was like whoa that scared me hang on a second,0
I have like vase thing umbrella the eraser and then the baseball diamond,1
I have the raptor or the I mean yeah the raptor then the seal and then the vulture and then the rubber duck,0
got it,1
Ive the skinny vulture then the rubber duck then the fat one and then the seal,0
got it,1
I have the palm tree the apple with a bite out of the regular apple and then the diamond,1
okay I have the like dog that has like no head to it its like tails like round or square and then the dog thing thats standing on one leg and then the rabbit and the like loch ness monster thing,0
got it,1
I have a houseboat I have a sailboat I have a plant and then I have three shapes with spaces in between them,0
got it,1
I have like the corner of a picture frame the upside down candle the weird like bird looking thing and then the windmill,0
got it,1
I have baseball diamond I have boat eraser and then parallelogram,0
got it,1
I have the rocketship pointing down and then the like cat thing thats like stuck in a tree or something and then the rocket ship pointing to the lot right and then the loch ness monster,0
got it,1
I have a speedboat a bridge half a christmas tree and a sailboat,0
can you repeat that please,1
yeah give me a second,0
dang it alright um speedboat bridge christmas tree sailboat,0
okay I got it,0
