UTTERANCE,LABEL
got the upside down duck the sun x the squared bird and then a triangle bird,1
got it,0
Ive got the speedboat the cave in the mountains and the trapezoid and the rooftop,0
got it,1
I got the guy walking the guy on the bike and then the fetal position and then the dog with the triangle,0
got it,1
Ive got the sailboat with the like two floating triangles then I got the upside down sailboat with two sails and then ive got the like big like freight boat and then the thing that goes top left to bottom right,0
yep,0
whoops,1
alright so I have the raptor the upside down monster the falcon and then the um rooster,0
got it,1
Ive got the apple with a bite out of it the boat the b and then the bottom left to top right thing again,0
got it,1
all right so i got the pipe the speedboat the bridge and then the crab,0
got it,1
got a query one sec,1
got it,1
so I have the lady in the dress the sideways guy holding a triangle upside down triangle person doing the splits and then the person kneeling,0
Ive got the squirrel ive got the box head dog the camel the rabbit,1
yep,1
got the picture frame the sailboat the vase and then the square shark thingie,0
got the llama the arrow pointing down with the triangle and then the fit the fish and then the rocket ship going down with a square,1
got it,1
all right so i have the pipe the upside down boat and then the cliff with the rocks falling and then the sideways sailboat,0
got it,1
alright so I have the cliff the um comb then the rectangle with the triangle taken out of it and then the pipe,1
you said the cave was first,0
yeah,1
got it,1
Ive got the stingray the square nose snout dog hes kind of looking down hes got like a parallelogram tail thats going up and then the next one is another square snout dog hes looking like completely like level and then his tail is like almost leaning left and then the last one looks the last dog looks really weary and he has like two little pointy legs,0
got it,1
all right so i have the boat then the um thing going left to right and then the barn and then the apple,0
we got the guy with the long sleeves the one slip and slide guy hes like triangle feet on the bottom then the third ones is another slip inside guy but his feet are on the top and then the last one is a guy laying down,1
alright so I have the gazelle looking thing the bear the fox and then the monster,0
got it,1
we got the big turkey road runner flying bird and the the swan,0
got it,1
hold on,1
okay so I have the rectangle with the triangle missing then the comb then the apple and then the left to right thingie,0
got it,1
got the pipe then Ive got the speedboat going down the like top like whatever it is I dont know I guess it just looks like its going down and then the third one its another speedboat but its going up in the last one is just a bridge,0
gotcha,0
alright so I have the dog going down then the monster then the bear and then the animal looking thing its on its one leg,0
got it,0
we got the pyramid with the m taken out the sailboat Eiffel Tower the next to it,0
yep,1
I got the palm tree then the thing going left to right and then the barn and then the vase,0
got it,0
Ive got the seal the rubber duck upside down crow flying bird,0
got it,0
I have the upside down crow the sideways crow oh is this just the same one,0
wait did we already do this one,1
no I dont think so I think its like slightly different,1
okay so I have the upside down crow the sideways crow and then the rubber ducky and then the seal,0
got it,1
got the like upside down palm tree the apple with a bite taken out of it the whole apple and the last one kind of just like a jewel like a diamond,1
got it,0
alright so I have the animal looking thing on its one leg the bunny then the monster and then the dog without the head,0
you got it,0
Ive got like um ive got a steamboat looking with the white square and then the sailboat regular right side up and then the weird square headed shark thing and then like the last one kinda looks like a sideways sailboat,1
got it,0
I have the picture frame the upside down candle the upset or the sideways windmill and then the upside down looking bird,1
got it,0
all right ive got the barn looking one the big freight boat the thing that goes left and right iand then a spikey thing,0
yep,1
oh hold on,0
okay so I have the rocket ship going down the dog going down the rocket ship going right and then the monster,1
got it,0
ive got the speedboat going down the bridge the comb the sailboat,0
got it,0
alright I got a vase a sideways vase a pipe and then the boat with a square out of it,0
you said the sideways vase was second,0
got it,1
