UTTERANCE,LABEL
all right i got a crab i got a camel slash turkey squatting and then i got upside down raptor and then i have a turkey flying upward,1
ok Ive got a sailboat going up a normal sailboat a triangle and then a space invader,0
got it,1
all right i got a sailboat a house an upside down boat and then the sideways vase,0
got it,1
i got a speed boat right side up palm tree parallelogram and then in a sideways palm,0
is the last one the tree part in the bottom left,0
the fronds yes,0
got it,1
I have that dragon I have the sideways flamingo I have turkey small turkey I have big turkey,1
Ive got a cave an apple a bridge and a sideways cave,0
apple then bridge,0
yeah,1
alright I have chipmunk I have headless dog I have ram I have bunny,0
got it,1
Ive got an iron a christmas tree triangle square Native American,0
got it,1
I have flying upward turkey I have crow uh upside down crow head facing left bottom left dragon and then sideways crow,0
got it,1
ive got a triangle square rocket ship a house and a sailboat,0
got it,1
alright I got a bunny laying down a bunny standing up I have loch ness monster I have dogs standing on one foot,1
sailboat letter c pyramid pipe,0
got it,1
seventy percent alpha okay loch ness monster flying turkey crab seal,0
got it,1
ram bunny squirrel crab,0
got it,1
flying turkey fly hummingbird squatting camel slash turkey and then crab,0
got it,1
Ive got a ram a tornado a fish swimming down then a ram with its head pointing to the left,0
got it,1
got it,1
ive got a boat with the triangle on it speed boat the japanese triangle house and then a single triangle,0
got it,1
got it,1
Ive got a speedboat a palm tree half christmas tree and a house boat,0
what are the first two again,0
speedboat palm tree,1
got it,1
fish swimming down loch ness monster ram sideways tornado,0
got it,1
crab hummingbird crow flamingo,0
got it,1
guy tipping his hat guys spreading upward lay with handkerchief triangle head,0
first two again,0
guy tipping his hat guy sprinting upward,0
got it,1
got it,1
loch ness monster sideways loch ness monster sideways tornado kangaroo,0
got it,1
avalanche sailboat the arrow seal,0
got it,1
flamingo loch ness monster swan dragon,0
middle two,0
um loch ness monster swan,0
sorry I had the thing in my ear you said loch ness monster then swan,0
got it,1
got it,1
tornado loch ness monster bunny fish,0
fuck I got that wrong because it was twenty nine hundred feet uh say those again,0
tornado loch ness monster bunny fish,0
got it,1
sitting camel rubber ducky dragon a flamingo looking backwards,0
got it,1
the rectangle with parts cut off diamond houseboat sail boat,0
got it,1
abe lincoln indian uh sailboat house boat,0
got it,1
cave slant home plate vase,0
got it,1
upside down turkey crow flying down turkey sideways and then the big turkey,0
got it,1
thread spool tetris christmas tree double arrow,0
got it,1
a guy diagonal like for a split guy running to the right lady in a dress uh lady doing the chacha the third ones lady sideways,0
got it,1
unfinished desk candle sailboat house,0
got it,1
hold on,0
alpaca upside down whale loch ness monster tornado,0
got it,1
Ive got a lighter sailboat sideways lighter and upside down bowl,0
I think I got it,1
dog facing to the right chipmunk bunny cat perched up,0
I think I got it,0
Ill repeat myself just to be sure the dog chipmunk bunny cat perched up,1
hold on,0
okay Ive got a crab a swan a bird flying down and the dragon,1
spotted fox weirdly shaped dog with a triangle as his front foot dog facing downward dog facing to the left,0
got it,1
I got a cave a weird vase a sailboat pipe,0
got it,1
Russian dude indian triangle ah spool whatever candle without a flame,0
got it,1
Ive got a lady in a dress guy kicking triangle head upside down server,0
got it,1
I have lighter Russian dude tetrus cake,0
got it,1
a bird flying upside down is the big bird bird with a tail big bird flying up small bird upside down,0
got it,1
speedboat pipe apple arrow,0
got it,1
eiffel tower thread spool hammer upside down boat,0
got it,1
got it,1
seal rooster bird with the tail loch ness monster,0
got it,1
dog running to the left dog downward facing downward chipmunk loch ness monster,0
got it,0
I got a ostrich upside down flamingo a peacock and a crab or throwing star,0
got it,1
button wasnt working sorry Ive got a bird flying up a swan a duck and then a bird flying to the side,0
I think I got it,1
oh well I dont really care uh lets say a sailboat a pot a pipe and an arrow pointing to the left,0
got it,1
alright Ive got a butterfly an upside down sailboat a right side up sailboat and then a ramp,0
I got it,1
okay apparently not um a pot a sideways pot a hatchet and then a boat,0
got it,1
okay ive got a dog first one second one is a mess of shapes just ignore that just know its the second one third one is a horse with one leg up the last one is a dog just like the top facing down,0
I dont know what youre talking about Ben,0
okay you describe,0
okay Im hitting done,1
I got a bird flying upward a duck with two feet upside down a throwing star slash crab and a crow,0
got it,1
okay Ive got an upside down apple other people also call it like a mouse or something then I have a slanted square a sideways speed boat and then that same shape but right side up,0
got it,1
got it,1
all right ive got uh if you tilt your head to the left it looks like a person lying on their stomach then the second one is a woman in a dress third one is this mess of shapes something with a tail i guess and then the last one is a guy doing the splits,0
think I got it,1
all right i got a seal a flamingo looking backwards a hummingbird with those two triangles as wings and then a throwing star,0
got it,1
got it,1
got it,1
got it,1
I got a chair missing the back leg the letter e the arrow and then abraham lincoln,1
got it,1
got it,1
got it,1
I got a palm tree a boat a bridge with two openings and a triangle,0
got it,1
ive got the throwing stars this weird shape thing a flying bird then a big bird,1
got it,1
say it again,0
a seal a bowl an iron and a Native American,1
got it,1
half a christmas tree upside down sailboat right side up pipe sideways pipe,0
got it,1
um I got a fox on its hind legs alpaca sideeways the bunny laying down and it looks like a stingray the last one,0
got it,0
did you hit done,0
yeah,1
apparently not sorry um a uh apple upside down a house with arrows with triangles underneath it a sailboat and then an upright apple,0
got it,1
ok Ive got a bunch of triangles house with the chimney russian guy upside down sailboat,0
got it,1
got it,1
got it,1
alright I got an ostrich an upside down flamingo a flying bird flying a little diagonally and then a rubber ducky upside down,0
got it,1
got it,1
got it,1
native american upside down boat uh sideways hammer sideways house,1
I think I got it,1
shit okay I got a sideways crow a sideways ostrich upside down flying bird rooster,0
got it,0
