UTTERANCE,LABEL
I have a crab a peacock or a flying bird and a raptor,0
got it,1
Ive got a bowl an iron a Native American and a seal,0
gotcha,1
a yacht a speedboat a half a tree and a speedboat going down,0
got it,1
Ive got a pipe a sideways pipe a sailboat and half christmas tree,0
got it,1
got a rabbit a drum stick a pinata and a fox,0
got it,1
Ive got half an apple a bunch of triangles a sailboat then ah shit ok half an apple upside down bunch of triangles sailboat half an apple right side up,0
got it,1
I got a bunch of triangles a barn a shark with a box on his head and a sailboat,0
got it,1
Ive got a flamingo a raptor a swan and a seal,0
got it,1
Im so hungry okay Ive a dragon a flamingo a sparrow and a flaming not looking back in its heads facing to the right,0
got it,1
Ive got a raptor flamingo flying bird and a duck,0
got it,1
I have a Native American a seal a torch and a birthday cake,0
got it,1
got a space invader a houseboat a sailboat and then that shape,0
sorry what,0
Ive got a space invaders thing other people call it a lobster Ive got a houseboat a sailboat in this weird slant shape,0
got it,1
a Native American a boat a hammer and a barn,0
me too I got it,1
I got the thing sitting is like a dog or something with its tail straight up to the right then Ive got the drumstick a bunny and a hand puppet,0
roger that,1
I have a crow a um a raptor a flying bird and a rooster,0
got it,1
they have small cats I have got dog running two left I have a ram and then they have t-rex,0
I got it,1
okay I got a bunny a looks like a shark a rocket ship and a cot and its sitting,0
got it,1
I have got a parallelogram I got a bridge I got half an apple and then it got a speedboat,0
yeah man thats a good speedboat too,1
alright I got a lady and her arms are spread I got a um walking lady a lady or not a lady looks like a guy his legs are spread and this guys about to fall over like me,0
hold on,0
I got it your nick cage is creeping me out,1
Ive got a speedboat an arrow a sailboat and a slanted shape,0
I got it,1
I want to meet the lady whos saying the aw its probably a computer but I want to meet the lady who did the computer recordings for this like saying the command,0
anyway a stingray squirrel a crab and shredders arm or its been called the submarine or its been called the loch ness monster,0
hes also been called I got it,1
so ive got this sideways cat defying gravity as cats do ive got this thing with a bunch of triangle sticking out of it then i got this t rex and then a fish who is just trying to get out of there trying to live its life,0
does the triangles thing kind of look like an airplane,0
you know it does its going down so its got to be delta,0
got it,1
okay so I got a big triangle body probably rugby player got a waiter probably serving hors doeuvres I got a lady praying she kind of looks pregnant and I got a lady walking up shes just minding her own dang business,0
cuckoo I got it,1
so I got this server and beneath the servers this person doing the thriller dance is one womans like Im not dealing with Im getting out here then that same woman she starts falling,0
got it,1
ok Im just trying to remember these queries ten seventy ten seventy its almost my address in seventeen ten seventy ok so triangle apple boat ramp,0
got it,1
Ive got the rectangle with pieces missing its sideways christmas tree rectangle with pieces missing vertical and then a bridge,0
got it,1
I got a steamboat I got a shape I got a bridge and I got an apple,0
I got that,0
I gotchu Im gonna hit done bruh,1
I got a bird whos flying up a bird that just sitting there with a tail an upside down bird is flying and then a bird flying down,0
got it,1
got a giraffe a maltese a kangaroo and a fox,0
what the hell is a maltese,0
I think its a type of dog Im not really sure if its a maltese I can say that sound smart but I dont even know what a maltese looks like to be,0
I thought it was a mediterranean cracker anyway I got it,0
it could be I dont know,1
so I got this speed boat that I have a key looks like its from the mid eighteen hundreds then Ive got a sailboat and then I have a rupee,0
do you think its a red rupee,0
Im thinking its purple,0
do you count some,1
so I got a boat a bowl a triangle an apple,0
I got it I think,1
yay anyway I have a dog its going to the left and Ive got a fox hes looking up at the dogs junk then Ive got a giraffe looking at the foxes butt then Ive got a maltese or something who doesnt want any part of it,0
got it wait is the maltese like just a bunch of weird shapes too,0
yeah pretty much as a maltese is,0
got it,1
okay so I have a peacock a um how do you describe it the submarine thing upside down flying bird and flying bird flying to the top right,0
got it,1
so Ive got this unfinished desk and then a shark with a box on its head which naturally turns it into a Russian and I have an iron and the letter m,0
got it,1
okay so I have an upside down person legs kind of spread I have a pizza man delivering that dank dank cousin vinny to my front frickin door and then I have the person I think hes neil and he has a couple of triangles coming out of him hes prime mutant or something and then I have the lady with a handkerchief,0
cool I think I got that,0
cousin vinny sounds so good,0
pepperoni and banana peppers,1
why not just a banana on the pizza or you can put the bananas in a bowl or on a native americans face or throw it onto a mountain have an avalanche happen or you could just have it on a boat whatever floats your boat friend,0
so what youre saying is i could put them in a bowl have a native native american test eat them and then it would cause an avalanche to taste buds would explode across the world and then the boat would set sail from the waves,0
you know me so well,0
okay,1
I dont want to miss this last query so Im gonna take a minute to myself and Im just going like sort these out alright,0
alright,0
got it i hope theyre cool ranch,0
a spicy chilli or spicy nacho all the way bruh,0
cool ranch are good though too,0
theres not a bad dorito that ive eaten,0
this relationship is over just hit done were done,0
im trying to its not working,0
broke it,0
