UTTERANCE,LABEL
got it,1
got it,0
I have a dragon a seal an upside down flamingo and a rooster,1
got it,0
ive got loch ness monster sideways loch ness monster giant weird shape and then a kangaroo,0
got it,0
I have an arrow I have a seal I have a boat and I have like an avalanche of shapes,0
got it,1
loch ness monster flamingo uh dragon swan,1
I have a dog I guess I dont oh god this can be terrible maybe you should explain this,1
is the last one like kind of like a line and then shapes coming out of the line,1
okay got it,1
I have like a whale I guess a submarine a bunny and upside down indian guy,0
uh I think I got it,1
all right ive got a bird with its neck crunched up upside down duck dragon and then a flamingo looking backwards,1
I have a parallelogram um a diamond looking thing a boat like a houseboat and then a sailboat,1
got it,0
Ive got Abraham Lincoln Native American a sailboat and then a houseboat,0
got it,1
upside down bird flying skinny crow bird flying down giant bird,1
sorry I have a candle thats not lit I have tetris a christmas tree and an arrow,0
got it,1
um did you get the tangrans,1
um I have a desk a candle a boat and a house,0
got it,1
I have a llama a whale the submarine and then this weird big shape kind of like a stingray,0
got it,1
I have a house a boat okay I have a house a boat sideways house and a pot,1
got it,0
Ive got a boston terrier a squirrel a dog going down and then looks like a horse with its front leg raised up,1
got it,0
I have a crab a swan a big duck thats flying to the bottom right corner and then a big dragon flying upward,0
got it,0
Ive got the freckle fox this weird thing with like a parallelogram shaped head Ive got this weird message shapes we can never name then I have like a dog with its mouth open,1
um can you repeat that,1
got it,1
this will be fun so I have weird shape with two triangles pointing to the right and then I have it kind of looks like a bong um like a like a hookah or something I dont know and then a boat and then a pipe,1
got it,0
I have weird lady wearing a dress I think is what you called her guy kicking arrowhead guy and then upside down server,1
Ive got a house the russian guy tetris and a birthday cake,1
got it,0
I have a bird flying to the bottom right corner I have an upside down chicken I have a bird flying to the top left corner then I have an upside down bird,1
Ive got a speed boat a pipe half an apple and an arrow,1
got it,0
I have a coat hanger I guess a candle an axe and a speed boat,1
got it,1
I have a seal a rooster a chicken and a sea monster,1
Ive got a dog the weird mess of shapes squirrel standing on its hind legs then a submarine,1
got it,0
upside down submarine a swan a rooster and a crow,1
got it,0
i have a it looks like a unicorn a dog a submarine and a fish,1
got it,0
got a sailboat half a stop sign a bridge and a pipe,0
got it,1
I have a girl running like Tina I have a guy walking down I have weird lady wearing a dress and then I have guy racing a car,1
got got it,1
can you repeat that,0
yeah Ive got a big bird flying up a bird with a tail a hummingbird thing and then the skinny crow,0
got it,1
I have a hoof print an upside down sailboat a house and a sideways sailboat,0
got it,1
I have the dog with a square head facing to the left the dog running down a crab and then a squirrel on its hind legs,0
got it,0
I have a houseboat a sailboat an indian and triangles,0
got it,1
Ive got a cettle an iron a mountain and a Native American,1
I have I dont know what this thing is I guess it kind of looks like okay well save that for the last one okay I have a dog with its hind leg up like hes peeing a sideways cat a square with another square comming out of it and then the last shape,0
alright I think I got it,1
Ive got a duck with legs a crab a bird with a tail and a flamingo,0
got it,1
I have a duck sitting a flamingo a crab and a dragon hummingbird,0
got it,0
Ive got the unicorn the ant eater a fish swimming down a fish swimming up with its mouth open,0
got it,1
have a duck sitting upside down I have a flying bird I have a hummingbird and have an upside down swan,0
got it,1
I have a bunny a dog a whale and a unicorn,0
got it,0
I have a candle a bow an arrow and a sailboat,0
a sideways sailboat,0
got it,1
got a mountain the triangle square Abraham Lincoln and the em,0
