UTTERANCE,LABEL
okay I got a squirrel I got a bunny I got a the a ram I think its been called and then I have what Matt calls a decapitated dog at the bottom its like the big thing with the two big feet,0
I got it,1
sorry it wouldnt let my thing click ok I have a triangle and a square an iron a christmas tree and a Native American guy,0
very pc of you I got it,1
its fifty fifty percent okay I got the dragon I have the sideways crow the upside down crow and then the flying bird,1
I got it,0
I have a house with like a little barn house triangle square um three shapes with space in between them and then a rocket ship,1
got it,0
ok laying down bunny sitting up bunny loch ness monster some weird creature on one leg,1
I got it,1
I have a boat with two sails I have a pipe I have a c and I have a triangle,1
got it,0
I have the big flying bird I have loch ness monster I have a seal and I have a,0
got it,1
I have a crab a unicorn ram I a bunny and then a squirrel on its hind legs,0
what were the first two I was doing a query,1
a crab and the rams slash unicorn,0
got it,0
I have the crab I have the hummingbird I have the big flying bird and then I have like the bird with a giant triangle hump,1
got it,1
I have the stingray thing the fish swimming down the ram and then okay hold on the ram the third one is the ram with the top of its head thing and it has the bigger butt and then the last one has the smaller tail,1
Im a little confused ok I have a traditional ram then the other one almost looks like a squirrel to me I dont know,0
I didnt see a squirrel but I appreciate your thoughts on how about the one my third one his nose is facing the left and my last one his nose is facing the right,1
that explanation will do,1
or not sorry I have a fox going upward I have a rocket I think with the point downward then I have the sideways rocket and then I have this weird creature at the bottom,0
I got it,0
I have a boat with a little triangle coming out I have a triangle guy I have a triangle facing the left and then I have a speedboat,1
got it,1
okay Ive upside down legs spread apart guy I have upside down with the weird arm guy I have a waiter guy holding a triangle and then I have giant triangle chest man,1
got it,1
I have a boat with a house on it I have half a christmas tree a speedboat and a palm tree and its not letting me click off,1
got it,0
okay I got a pipe half of a christmas tree I got a microscope which is also like a sideways mountain thing and then I have the slope thats pointed up,1
got it,0
I have a stingray a ram a fish and a loch ness monster,0
boom,1
Ive got a hummingbird crow flamingo crab,1
got it,0
I have a guy with big step piece huge shes about to make the biggest step of his life and then a girl with a handkerchief arrowhead guy and server guy,1
got it,0
hummingbird seal flamingo rooster,1
got  it,0
I have a submarine thats regular I have a sideways submarine thats facing downward I have a stingray and I have a kangaroo,1
got it,0
I have an arrow pointing to the right chevron I have a seal then three sail sail boat and then the the avalanche whatever that is,1
got it,1
I have loch ness monster upsidedown flamingo hummingbird swan,0
you go girl,0
I have a hand puppet thats what I was told it looks like then I have a dog with a square snout going downward then I have a dog going to the right and then I have an animal standing on one leg,1
okay got it,0
submarine stingray bunny um triangle hot guy,1
got it,1
flamingo dragon rubber ducky triangle hump animal,0
got it,1
diamond lookin thing thats not actually a diamond a sailboat and then houseboat and then parallelogram,0
got it,1
sailboat indian a houseboat and then Abraham Lincoln,0
got it,1
slope pot microscope triangle facing the left,0
got it,0
big flying bird the crow the the flying bird going straight down and then the flying bird going to the upper right corner,1
got it got it,1
tetris christmas tree arrow candle,0
Im sorry what was after tetris,0
tetris christmas tree arrows and a candle,0
thank you,1
I clicked done I dont know its happening,1
ok I have a the laying down on the stomach person I have the upside down legs spread apart person triangle chest person and weird armed person,1
got it,0
house boat desk candle,0
beautiful,1
I have a llama I have a stingray I have a submarine and I have what is this thing a whale or something but it has like a weird triangle in the bottom right corner,1
a whale is perfect good job,0
I have a house a boat I have a sideways house and then a pot,1
I didnt have to move anything thats great,1
okay I have a dog going downward I have like a dog with a square snout moving to the right I have a what do we say this was like a squirrel on two legs and then I have this other weird creature with like a tail on the right side,1
got it,1
swan hummingbird crab big flying bird to the bottom right corner,1
done,0
ok I have a dog going to the left I have the same dog I well kind of going downward then I have the cat or the fox lying down with the white dots in it and then I have this other weird creature at the bottom,0
can you repeat that,1
yes I can I have a dog with a square snout going to the left than I ever looking dog going downward then I have the cat or fox lying down with the white dots in it and then I have this weird other creature at the bottom I dont know what it is has like a triangle foot in the front,0
all right i got it,0
I have a mountain I have a sailboat I have a different bigger boat and then I have this weird like fireplace thing,1
I guess Ill go again I have a bird with a long tail I have a crab I have the traditional flying bird and then I have this other bird with a giant hump a giant triangle hump,0
got it it wasnt letting me   click speak,1
I have a sailboat with two sails Im i have a triangle and then I have another sailboat with two triangles coming out of it I wouldnt necessarily call themselves and then a spider,0
got it,1
okay I was like an upside down I dont know like little speedboat I think that I have a regular boat like a big sale that I have a pot and then I have whatever this last blob is,0
got it,1
I have a windmill with an r palm tree with the longest leaf face in the bottom right corner and then I have another one with the leaf facing the top right corner and I have a parallelogram and the boat,1
I think I got that,1
