UTTERANCE,LABEL
I have a rubber ducky I have a seal I have a dragon and I have a rooster,0
gotcha,1
got it,1
I have a tornado I have a sea monster I have a turtle and I have a dog,0
got it,1
got it,1
got it,1
i got the fish the dog the tornado and the ram,0
got it,1
feet i have the flying lady i have the flying dude i have j t hitler its the arm that looks like hitler and its jt doing it and then i have the lady walking,0
got it,0
ive got hailee falling backwards ive got someone praying like theyre trying to repent another person praying but facing the left and then a salsa dancer,1
got it,1
got it,1
Ive got a seal a christmas tree a sailboat and an avalanche,0
got it,1
ok I have a bunny I have a dog going downwards I have a llama and then I have this other dog I guess going to the left,0
gord it,1
Ive got a crow a bird with a tail whos running up a flamingo and then the upside down bird with the tail,0
upside down doing the splits lady walking person lying in a coffin and then the person falling down,0
got it,1
got a crab a bird with a tail a rooster and the duck with two feet,0
got it ,0
upside down doing the splits a big person running a one leg bending backwards and falling forwards,1
got it and I guess that isnt hayley anymore,0
Ive got a bridge a diamond an apple and a pipe,1
got it ,0
parallelogram apple uh like a cave with a white door and then the slope pointed upward,1
got it,0
Ive got a sailboat with three sales that looks like a big glider thing a native american and a mountain,0
I gots that,1
alright I got lance armstrong I got the big lady with a handkerchief I got tail person and then arrowhead laying down person,1
got it,0
Ive got a crow a duck a flying bird and the loch ness monster,1
square got it,0
swan seal rooster a bird with a big tail,1
got it,0
got a butterfly a pipe a sideways pipe and an apple,1
yesh,1
got it,0
okay I got the speedboat Ive the other boat the triangle in the middle then I have the cat face and then I have home plate,1
got it,0
Ive got a sailboat a christmas tree a house and a hoof print,0
got it,1
sailboat iron ax and then like I think you said is a lighter,0
got it,1
a running guy with the triangle chest guy tipping his hat the giant sprinting guy and a woman in a dress,0
got it,1
that second one is an impalla friend,0
I got a letter m thing the feather the bowl and then the gremlin,1
got it,0
okay I got the scissors that I think you said was a butterfly then I have the lobster and then I have an apple and then I have like the upside down slope thing,0
got it,1
got it,1
ok got the christmas tree I have the letter c I have the weird boat thing and then I have the blob one two three four five six sides ,0
got it,1
got it,1
parallelogram a cave with the door cut out cat face and then the six sided thing,0
got it,1
I got the person dancing Michael Jacksons thriller upside down pregnant person person in a coffin lady in a dress,0
got it,0
big upside down person square chest walking downwards lady flying somebody lying down with an arrowhead,1
got it,1
Ive got a fish an ant eater the dog is right side up and then the dog sideways,0
can you say that again my querys so loud I couldnt hear you,0
yeah ive got a fish an ant eater the right side up dog and then a sideways dog,0
got it,1
okay a big sideways lady a butler person large triangle chest person and then a somersault person,1
got it,0
crow hummingbird flying bird upside down flying bird,1
big flying bird seal lobster little flying bird,1
got it,0
ive got a duck dragon a flying bird and the loch ness monster,1
got it,0
upside down fat crow upside down flamingo upside down skinny crow sideways flamingo,0
got it,1
ghremlin hoof print kettle house,0
got it,1
dragon loch ness monster duck with two feet and then flying bird,0
got it,0
dragon flamingo a turkey vulture flying bird,0
got it,1
got it,1
all right Ive got the lady with the triangle head stargazing the upside down triangle chest person salsa dancer lady in a dress,1
got it,0
is that like a prairie dog squirrel thing on its two hind feet and a four legged dog then the fish then the loch ness monster,0
got the praying person the person doing a kick person with the tail lady in a dress,1
twenty four hundred feet bravo got it,0
k turtle loch ness monster fish with the open mouth and a long neck,0
got it,1
