UTTERANCE,LABEL
alright I have hammer Eiffel Tower hot soup and then upside down hammer,0
what was the first one,0
sideways hammer,1
okay I thought so got it,0
apparently I should check the rest of them I got fish I got fox guy I got a rocket and then I got a ram,1
the first one going down the third ones going sideways,1
cool thank you got it,0
um I dont know what the first shape is but the thied second shape is the lady holding a handkerchief this one is jumping JT Hitler and the forth one is a person kneeling holding a triangle,1
got it,0
i gets bunny monster fish giraffe,1
uh first ones upsidedown duck with two left feet crow hey Im sorry I didnt know there was two ducks the fourth duck is facing downwards,1
got it,0
lets see I got a crow flying flamingo dragon,1
I have fox I have weird looking animal I have small looking whale with his face facing downward and then bunny,0
got it,1
flying flamingo oh first ones big flying and then flying again and then raptor,1
got it,0
I have tornado I have fish I have ram I have weirdly shaped dog,0
got it,1
a dog cat rabbit camel,0
got it,0
I have man laying down I have man one on one foot holding a triangle I have lady in a dress and upside down jumping Hitler JT,0
got it,1
this is now okay to say ok man standing stop sign lady uh sword man,0
what,0
hes got a big sword coming out of his body looks like but the first ones laying down the second ones got the stuff and the third one is a lady in a dress,0
got it sorry,1
I have flying raptor I have crow I have crabs,0
I see one crab got it,1
palm pipe cliff snowman,0
I have the last one what was the first three,0
a palm tree a pipe and a cliff,0
okay got it,1
I have a weird cat I have a baseball diamond I have a weirdly shaped dog and I have a cat with a tail,0
got it,0
big raptor duck rooster,0
I think I got it,1
I have kangaroo I have a rocket ship I have an animal standing on one foot and then I have a dog,1
got it,0
got a house boat shark tetris,0
i think got it,0
I have flying bird downward I have flying bird flying to the left I have tie it upside down bird flying diagonally and then seal,1
pine put pot uh windmill sailboat,1
I have a camel alpaca sash alpaca headless dog spaceship and giraffe,0
got it,1
women upside down little triangle upside down long or bigger triangle ones the first the second ones going left the third one going right and a butler,0
I think I got,1
bicycle guy sideways with legs split guy kneeling praying and then guy upsidedown with legs split,1
got it,1
woman crouching flipping and then kicking,0
first two again,0
woman crouching flipping kicking,0
got it,1
I have kicking man holding triangle manhole but and the guy with triangle body,0
got it,1
crow upside down sideways crab,0
got it,0
upside down rubber ducky sideways camel looking bird right up upright camel looking bird and an upside down flying bird,0
got it,1
see fox tornado whale dog,1
I have seal I have a spaceship I have pot I have sailboat,0
got it,1
that man triangle man oh I guess shes a woman then triangle man and then butler catching triangle,1
yeah I have no idea what Batman looks like so you have to help me,0
Batman somebody called it just all those random shapes,0
so it was Batman lady dancing triangle man then triangle man standing on one foot,1
alright I have I know what the shape looks like but its the one with the triangle sticking on the left side the houseboat seal footprint,0
got it,1
the one handstand handkerchief sideways guy with his arm behind them and then the bus,0
what was the first one,0
hes got one hand down and then the third one got the arms behind it,1
the first ones doing one handstand then theres a handkerchief woman and then a third one sideways going down hill with his art arm behind him and his foot behind them and then the third ones that are last ones the butler,0
okay,1
alright I have flying bird upward upside down flamingo flying bird down and then sideways flamingo,0
can you repeat that Ive blanked,0
I have a flying bird upward upside down flamingo upside down and flying down bird sideways whisper a flamingo,1
triangle diamond bow booth pot,0
think I got it,1
I have a rectangle without a corner cave scissors speedboat,0
got it,1
triangle reading woman crouching,0
womans third,0
yes got her arms up and the last ones praying,0
got it,1
I have guy holding stop sign I have guy with triangle arms handkerchief and then guy running to the right,1
okay say the first two,0
yeah sorry the first two are the guy with a stop sign holding the triangle and the square and the triangle arm ran running downward,0
okay got it,0
I got seals I got candlesticks I got boat and then I got a house,0
I think I got it,0
what do you mean you think youve got it,1
I had a query sorry,0
okay then Ill redo it I got a seal I got a candlestick I got a house or boat and then a house,0
yeah I still think I have it I press done already,1
oh my god  all right laying down bunnie fox giraffe crab,1
I think I got that,1
Im so mad,0
it like I did it a skinny crow flamingo seal and then a sideways seal going downward,0
got it,1
a handkerchief lady very enlarged picture she was standing up handkerchief lady guy tipping his hat,0
ok got it,0
get a crow a flamingo a duck and a sideways flamingo looking behind its back,1
sure I got it,0
I got Russian dude seal houseboat hammer,0
got it,1
giraffes tornado turtle monster,0
is the giraffe tornado turtle monster,1
I got flying turkey I got  hummingbird I have upside down raptor I have flamingo,1
I had to repeat that,0
turkey flying down hummingbird upside down raptor flamingo,0
okay got it,0
no I dont got it I dont know which one is a turkey,0
the bird flying downward the flying bird,0
okay then the hummingbird then the raptor then the flamingo,0
yeah,1
at least I asked I got fish a dog a rocket ship going sideways and then a ram,0
I got it,1
the two sails first,0
two sail second the larger sail is first,1
the sea serpent the flamingo and then the flamingo looking behind it and then the seal,0
got it,1
I have a triangle large triangle body dude guy upside down out holding the stop sign and triangle guy kneeling holding a triangle and then smaller triangle body did walk up the wall,1
got it,0
got a nacho dance upside down ship a hot soup sideways and the right side up soup,1
nice got it,0
I have a candle without flame I have hammer I have abraham I have a footprint or a ladybug,1
got it,0
got a camel a bunny a fish and a monster,1
I do have that,1
I have one point bravo point bro I have a flamingo  flying bird in the upper left rooster monster,1
that duck a raptor a flamingo and a crab,0
got it,1
guy kicking a football expanding square right guy kicking a football guy upside down running to the left with his arms straight out a lady in a dress and a guy doing a front flip or curled up in a ball,0
got it,1
got a dog a decapitated dog cat and then animal on two legs,0
I think it looks like a chipmunk but yeah I got it,1
i have flying bird going up i have vertical rubber ducky upside down rubber duckie flying little flying bird going to the left,0
got it,1
gets a got a big raptor a bird flying up a dragon and upside down raptor,0
got it,1
I have crow camel turkey looking thing thats squatting a crab and then a dragon,1
got it,0
got  a cat a triangle a speedboat and palm tree,1
got it,0
I have a guy with arrows in the head I have handkerchief lady Ill repeat that arrow is first era guy and his back lady in a handkerchief guy doing a front flip guy running to the right,0
I got it,1
I got sit down flamingo a hummingbird a sea serpent an upside down flying bird,0
got it,1
guy on bike triangle body dude weird shape people call it the batman mask I dont see it and then a square body dude,1
got it,0
I got a crow a flamingo a crab and a seal,0
crow is first,0
yeah,0
got it,1
upside down arrow head dude large triangle body dude guy falling down standing on one leg and looks hes on a dress and a guy running to the right,0
got it,1
got a camel I got a dog with square snout I got a dog with was tail straight up open mouth and then a fish swimming down,0
got it,1
