UTTERANCE,LABEL
I have a random thing I have a bear crouched over a cat and I have a submarine posh monster,0
to,0
I have one of Allens hair just like children on the keyboard,0
whats,0
I clicked on I dont know to happening,1
all right i have a flying bird i have a chicken with a long tail i have a really big like a bird with big triangle wings and then i have a swan,0
got it,1
I have a reverse slope half a christmas tree an apple and a shape,0
got it,1
I have a pipe i have a speedboat going down a speedboat going up and then a bridge,0
got it,1
i have a dog going down i have a submarine i have a t rex and i have a bear,1
I have a triangle with an m cut out I have a sailboat I have an Eiffel Tower and then I have a home with like a tree,0
Im sorry could you repeat that,0
yeah I have a triangle with an m cut out I have a sailboat the Eiffel Tower and then a home with a tree next to it,0
got it,1
I have a vase I have a palm tree a parallelogram lookin thing and a baseball home plate,1
I have a seal a seal a duck a skinny crow in a bird with two big wings,0
got it,1
I have an upside down skinny crows a sideways crow a duck and then a seal,0
got it,1
I have a palm tree a bitten out of apple and then a whole apple and then a rhombus thing shape,1
got it,1
I have a houseboat a sailboat the right side up then I have a sideways plant or people call it the russian I dont see it and then um a sideways sailboat,0
got it,1
I dont see the russian thing either I have a desk a candle an upside down little turtle thing and then a sideways um indian,1
I have home plate I have this like a freight boat then I have a shape and then a um a slope,1
I have a rocket ship going down I have the thing with like its like a line with shapes coming out of it a sideways rocket ship and then the submarine,0
got it,1
I have a speed boat a bridge half a christmas tree and then a sailboat,0
got it,1
I have guy with triangle guy running upward I have big guy running to the side I have guy in fetal position and then a guy walking upward,0
got it,1
I have a cat that looks like his hair is on end I have a fox laying down I have a ram and then a whale,0
got it,1
got it,1
I have like a crab looking thing a bridge a houseboat and then a speedboat,0
got it,1
I have a guy walking his dog I have handkerchief lady guy running and guy kneeling the guy the third guy running hes the bigger guy,0
got it,1
okay I have a ram the rocket ship a sitting cat and a kangaroo,0
got it,1
I have a boat a pipe an apple and a speedboat,0
got it,1
I have a fat crow a rooster a seal and then a duck,0
got it,1
I have I duck a loch ness monster an upside down flamingo and damn it i thought I got that right and uh what do we say dragon or hummingbird or something,0
I dont know but I got it,1
got it,1
I have a mountain with a door cut out I have a boat with an arrow I have a speedboat and then a palm tree,0
got it,1
okay I have the submarine a squirrel kangaroo and the rocket ship,0
can you repeat that,0
yeah I have a submarine a squirrel looking animal and then a kangaroo in a rocket ship,0
got it,1
I have a bird flying down I duck sitting a flamingo and a submarine,0
got it,1
I have a big tree an apple a sailboat and a speedboat,0
got it,1
I have triangle guy running or dancing I have the server with its butt out I have the upside down server and then I have guy laying on its back,0
got it,1
I have a flamingo a bird flying down a seal and then link the vulture turkey thing,0
got it,1
I have tetris a sailboat a coat hanger and a triangle with an m,0
shoot could you repeat that please,0
yes I have tetris sailboat um coat hanger and um triangle with an m cut out,0
got it,1
have a rooster a fat crow the vulture turkey and then a crab,0
got it,1
or not sorry I have a submarine a crow a swan and a flying bird,0
got it,1
I have a sailboat with one sail a birthday cake upside down boat with a rectangle and then a sailboat with three sails,1
I have dog peeing a fish swimming down a giraffe and a cat sitting down,0
got it,1
I have a giraffe dog facing down a turtle and then the squirrel,0
got it,1
or not jeez um can I have a sailboat a triangle a desk and then a house with a barn,0
got it,1
I have a big triangle guy the person lying on their back a guy kicking a football and then the server,0
Im sorry can you repeat that,0
yep I have the big triangle guy the person lying on their back a guy kicking a football and then the server,0
got it,0
okay I have a speedboat going down a bridge a pipe and then the speedboat going up,0
got it,1
I have a dog going down I have a bear a sideways submarine and a little t-rex,0
okay,1
I have a sailboat a bridge with an m cut out or a mountain and then a house and then an Eiffel Tower,0
got it,1
I have a palm tree um an eraser a baseball plate and it looks like a hookah or something,1
I have an upside down crow I have a seal a duck with no legs and then a bird with like two big triangle wings,0
got it,1
I have an upside down duck um a sideways fat crow an upside down skinny crow and then a sideways seal,0
got it,1
I have a palm tree a big big apple a littler apple with a bite taken out and then like a diamond stop sign but not a stop sign,0
got it,1
I have the dog with its head cut off I have a bunny I have the t rex guy and then I have the submarine,0
sorry could you repeat that please,0
I have oh sorry I I have a dog with its head cut off a bunny and the t rex guy in a submarine,0
ok got it,1
I have a sideways sailboat a sideways plant a houseboat and then a right side up sailboat,0
can you repeat those those kind of stuck on your side with a sailboat for a second,0
yep sideways sailboat the sideways plant the right side up houseboat and the right side up sailboat,0
got it,1
I have a candle um I think people call us a turtle an upside down turtle um the indian guy and a desk,0
got it,1
I have like the steamboat home plate an eraser and then a slope  ,0
got it,1
i have a its like um  and go and im the stick thing with like shapes coming out of it i dont know what it even looks like cousin that looks like a dog kind of a sideways rocket ship a submarine and a downwards rocket ship,0
got it,1
I have a sailboat a speedboat going down a bridge and then half a christmas tree,1
I have triangle guy running I have big guy who takes up like all the square I have guy walking upwards and then I have guy in fetal position,0
got it,1
