UTTERANCE,LABEL
the one going to the rights the bigger tail,0
no its not the the one on like two feet I guess theyre both on two feet but the one that has a parallelogram tail is going towards the right and then the first one has like a square and a parallelogram as a tail and its going to the left,1
got it,1
I have a fish the chipmunk the Loch Ness monster and an animal going to the left on one leg,0
got it,1
kicking woman dog man upside down man,1
okay i have a goat or ram going to the left i have a tornado a rocket ship going to the right an alpaca,0
got it,1
palm tree boat bridge diamond,1
crab a bird flying to the left like sparrow its bigger bird and the loch ness monster,0
got it,1
raptor turkey crab flying bird,0
got it,1
seal upside down bowl iron windmill,0
got it,1
uh tree sideways boat right side up boat cave,0
got it,1
tree sailboat straight up pipe and then sideways pipe,0
got it,1
it must be rearranging them theres no way i missed that lets see ive got a fox a llama a bunny and a tornado,1
I have the arrow one the sailboat the upside down apple and then the right side up apple,0
got it,1
lets see house boat feather shark,0
got it,1
seal swan flamingo raptor,0
got it,1
dragon flamingo a sideways flamingo and raptor,0
which flamingo has like the full triangle foot,0
the third one,0
okay got it,1
um I have a raptor a flying bird a rubber duck and flamingo,0
got it,1
a windmill seal rocket cake,0
got it,1
um sailboat crab eraser i think and then sail er houseboat,0
got it,1
house boat hammer windmill,0
got it,1
tornado bunny hand puppet weird animal going to the left,1
a crow rooster raptor flying bird,0
got it,1
ram animal on one foot cat dog going to the left,0
got it,1
got it,1
bridge parallelogram boat apple,0
got it,1
big guy woman guy running down and then the dancing woman,0
got it,1
oops not my turn,0
uh sailboat arrow speedboat eraser,0
got it,1
got it,1
cat weird animal on one foot airplane rocket ship,0
got it,1
okay waiter triangle man person on their knees and the woman,0
got it,1
person running to the left the skydiving person the waiter and the weird guy dancing,0
youll have to describe that a different way,0
okay um the first guy is like blurry and he has like coming out of his butt hes got a triangle and then the second one is like the smaller one it looks like hes falling downward the third one is the waiter the upside down and the fourth one is like a triangle body in one of his legs is like straight out,0
okay I had that all out of order thank you,1
lets see Ive got boat an apple slope and a triangle,0
got it,1
I have an upside down slope a bridge the parallelogram thats cut off and then a tree,0
got it,1
got it,1
I have like a big sparrow with a triangle foot upside down flying bird a big flying bird with its head in the top right corner and then the same thing with its head in the bottom left corner,0
got it,1
I got a giraffe a kangaroo a fox and a dog,0
got it,1
I have a speed boat a key a sailboat with two sails and then like a stop sign kind of hexagon,0
got it,1
got it,1
fox giraffe dog to the left and then another dog,0
the last one upside down,0
yeah,0
yeah going down I meant got it,1
ok big flying bird the turkey the upside down flying bird and the monster,0
got it,1
um triangle with cut outs desk iron seal or not a seal a shark,0
got it,1
upside down guy pizza guy a handkerchief woman and the person praying,0
so you said upside down guy the blurry one then the handkerchief then the dancing guy,0
okay got it,1
i have a sailboat i have the windmill the bowl and then the weird avalanche,0
got it,0
i have a palm tree and apple that bit out of a full apple and then a rupee i think you call,0
got it,1
ok now its letting me okay headless dog one foot dog a bunny and the monster,0
can you say that again the query was going,0
okay got it,1
i have a houseboat a sailboat a it um the russian guy and then the sailboat thats like sailing upward,0
I cant tell the difference what-- the one syllable has two shapes and then the other one has three shapes,0
um the the one on the bottom is like theres a i guess yeah that theres three shapes on about the fourth one,1
I got a desk a candle a turtle and a windmill,0
got it,1
i have a freight boat an eraser the parallelogram thats like cut off and then homeplate its like half a stop sign,0
got it,1
rude oh there it goes going a fish going now a dog going down fish going to the right and then the monster,0
got it,1
speedboat bridge half christmas tree sailboat,0
got it,1
uh triangle man running up biggest guy in the second and then the guy crouching third and then the square body man walking up is last,0
got it,1
i have the fox laying down that like goat going to the left hand puppet and the weird little animal on the bottom,0
got it,1
got a bunny a fish a dog and then the shark the sharks the werid triangle shapes,0
got it,1
i have a car looking thing a sideways bridge houseboat a speedboat,0
got it,1
got the dog man the guy thats kicking backwards the handkerchief the biggest person third and then the person on their knees fourth,0
got it,1
i have the ram the rocket ship the cat and kangaroo,0
got it,1
got a boat a pipe an apple and a speedboat,0
got it,1
fat crow rooster seal duck,1
duck sea serpent flamingo dragon,0
got it,1
I have a whale that has a mouth a tornado a rocket ship and a dog on one foot,0
got it,1
got it,1
