UTTERANCE,LABEL
yeah yo got no snared my headphones,0
dude I got that,1
what uh what was the second one,0
as I thought I got,1
did so I got this like the first thing like a sombrero and that is crazy that I have a you know like a teepee now we have two boat thingies the third the first boat thingie the bottom of the boat is facing the right and the fourth one the bottom of the boat is facing the,0
dude screw you its your fault,1
cool,1
got it,1
ok which is the guy whos running away from her is a running upside down or the correct way,0
I thought so based on how the story worked I thought that made the most sense so I have,1
I have this this hummingbird and hes flying down and hes like attack attacking this one probably sucking the blood out of it because hes like a different type of hummingbird is like a vampire hummingbird then I have this bird flying away because he sees it and hes like Im outta here and humming birds cant fly that high so Im outta here then the bottom thing is like a flightless bird and he just he screwed you whats really sad that hes next,1
dude thats beautiful,1
okay was talking about this this one is pretty crazy so there is one bird flying upside down and theres one bird flying up so theyre about to meet and like you know like hawks mate theyre going to meet in the sky and are going to mate and theyre going to try and you know finish before they hit the ground but its not going to work because waiting in the ground is a rooster whos picking up the remains because they didnt finish in time and then theres a loch ness monster just hes like man thats why I dont fly I stay in the water,1
did I got it makes perfect sense to me so there is this like it looks like a you know a rank symbol for the militarys first and then below that is a Native American because he joined the military and JT said hes a general Native American or Native American general and hes at this thing that looks like a desk because you know hes not active anymore as a desk job mix that good money and that thats like an upside down somewhere that he wears sometimes because hes actually Mexican,1
do thats a great story Im pretty yeah,1
I have no idea how I got that wrong I think I might have moved one accidentally is that I understood that story perfectly so this game cheats is what Im saying but let me tell you about this so there is a buttler guy right is bending over to offering his hors doeuvres to someone like a plate of stuff probably probably a tray of bagel bites and then this lady takes a bagel bites shes all it looks like a triangle because he didnt make it right because hes stupid and she I dont want this so she throws it away and she throws a real deep in this guys running with his arms out to catch it because hes like dude dont waste a bagel bite eats it stomach cramps up because you know its poison and hes in the fetal position probably puking and pooping,1
makes sense,1
you said he was running towards the bar and you liar,1
I know that semantics man or hammer that out later so I got the so ok it looks like a nacho sandwich being made the first two like a piece of bread with two chips in each one of their coming together in the way sandwich is supposed to so looks delicious you know what I mean and that is a creation that you would make when you are not of sound and sober minded which is why the third thing is a bong and the last thing is like a floating island from that gorillaz music video feel good inc whats like that,1
and her husband made it but hes not good,1
yeah that makes sense I got it,0
yo I got a seal like laying on his face Ive got a vulture a flamingo they a seal laying as he should,0
got it,1
I got a little swimmin duck I got a upside down flamingo I got a sideways flamingo and I got a fat old crow,0
Russell Crowe is a fat old crow just Im just saying,1
cool,1
I have a giraffe a tortle uh a whale maybe and then I have that thing looks like super shredder,1
cool,0
I got a -- I got a ram a weird dog I got a rocket ship going to the right and a rocket ship going up,1
got it,1
I have a sombrero with two nachos floating around it I have a little upside down sombrero I have two weird shapes uhh the first one the trapezoid is flat and then the last one trapezoid is vertical,0
got it,0
yo I got a rabbit a camel a fish and super shredder,1
